Action,Food_Item_ID,foodcode,modcode,foodname,_203 Protein (g),_204 Total Fat (g),_205 Carbohydrate (g),_208 Energy (kcal),_221 Alcohol (g),_255 Water (g),_262 Caffeine (mg),_263 Theobromine (mg),"_269 Sugars, total (g)","_291 Fiber, total dietary (g)",_301 Calcium (mg),_303 Iron (mg),_304 Magnesium (mg),_305 Phosphorus (mg),_306 Potassium (mg),_307 Sodium (mg),_309 Zinc (mg),_312 Copper (mg),_317 Selenium (mcg),_319 Retinol (mcg),"_320 Vitamin A, RAE (mcg_RAE)","_321 Carotene, beta (mcg)","_322 Carotene, alpha (mcg)",_323 Vitamin E (alpha-tocopherol)(mg),_328 Vitamin D (mcg),"_334 Cryptoxanthin, beta (mcg)",_337 Lycopene (mcg),_338 Lutein + zeaxanthin (mcg),_401 Vitamin C (mg),_404 Thiamin (mg),_405 Riboflavin (mg),_406 Niacin (mg),_415 Vitamin B-6 (mg),"_417 Folate, total (mcg)",_418 Vitamin B-12 (mcg),"_421 Choline, total (mg)",_430 Vitamin K (phylloquinone)(mcg),_431 Folic acid (mcg),"_432 Folate, food (mcg)","_435 Folate, DFE (mcg_DFE)","_573 Vitamin E, added (mg)","_578 Vitamin B-12, added (mcg)",_601 Cholesterol (mg),"_606 Fatty acids, total saturated (g)",_607 4:0 (g),_608 6:0 (g),_609 8:0 (g),_610 10:0 (g),_611 12:0 (g),_612 14:0 (g),_613 16:0 (g),_614 18:0 (g),_617 18:1 (g),_618 18:2 (g),_619 18:3 (g),_620 20:4 (g),_621 22:6 n-3 (g),_626 16:1 (g),_627 18:4 (g),_628 20:1 (g),_629 20:5 n-3 (g),_630 22:1 (g),_631 22:5 n-3 (g),"_645 Fatty acids, total monounsaturated (g)","_646 Fatty acids, total polyunsaturated (g)",Calc_SoFAS,Calc_Red_Org_Veg,Calc_Starchy_Veg,Calc_Meat_And_Beans,Calc_Meat_Poult_Egg,Calc_Seafood,Calc_Nuts_Seeds_Soy,Calc_Oils,Calc_Total_Fat_Prct,Calc_Sat_Fat_Prct,Calc_MonoUnsat_Fat_Prct,Calc_PolyUnsat_Fat_Prct,Calc_Linoleic_Acid_Prct,Calc_Alpha_Linoleic_Acid_Prct,Calc_Protein_Prct,Calc_Carb_Prct,Calc_Copper,Calc_Milk_Yogurt,Calc_Whole_Fruit,Calc_Alcohol,Calc_Added_Sugars,Calc_Solid_Fats,Calc_Omega3_DHA,Calc_Omega3_EPA,Calc_V_TOTAL,Calc_Protein_Foods,Calc_Protein_Nuts_Seeds_Soy,Calc_Added_Sugars_Grams
,20,11116000,000000,Goat's milk ,3.56,4.1398,4.45,69,0,87.03,0,0,4.45,0,134,0.05,14,111,204,50,0.3,0.046,1.3998,56,57,7,0,0.07,1.3,0,0,0,1.3,0.048,0.138,0.277,0.046,1,0.07,16,0.3,0,1,1,0,0,11,2.6669,0.128,0.094,0.096,0.26,0.124,0.325,0.911,0.441,0.977,0.109,0.04,0,0,0.082,0,0,0,0,0,1.109,0.149,28.5922,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,53.9974,34.7857,14.4652,1.9435,1.4217,0.5217,20.6377,25.7971,46.0000,0.4100,0.0000,0.0000,0.0000,28.5922,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
,21,11121100,000000,"Milk, dry, whole, reconstituted",3.24,3.29,4.73,61,0,87.9098,0,0,4.73,0,115,0.06,11,95,164,49,0.42,0.019,2,31,32,7,0,0.07,1.3,0,0,0,1.1,0.035,0.148,0.079,0.037,5,0.4,14.6999,0.3,0,5,5,0,0,12,2.06,0.107,0.03,0.033,0.073,0.076,0.347,0.925,0.351,0.762,0.057,0.025,0,0,0.147,0,0,0,0,0,0.975,0.082,21.7080,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,48.5410,30.3934,14.3852,1.2098,0.8410,0.3689,21.2459,31.0164,19.0000,0.4100,0.0000,0.0000,0.0000,21.7080,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
,22,11121210,000000,"Milk, dry, low fat, reconstituted",2.9199,1.06,4.33,38,0,90.9398,0,0,4.33,0,105,0.03,11,82,142,49,0.38,0.012,2.2999,67,67,2,0,0.03,0.9,0,0,0,0.5,0.034,0.145,0.074,0.029,4,0.33,14.1999,0.1,0,4,4,0,0,4,0.658,0.034,0.02,0.012,0.026,0.029,0.107,0.28,0.127,0.263,0.024,0.015,0,0,0.024,0,0,0,0,0,0.303,0.039,3.6450,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,25.1053,15.5842,7.1763,0.9237,0.5684,0.3553,30.7358,45.5789,12.0000,0.4100,0.0000,0.0000,0.0000,3.6450,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
,23,11121300,000000,"Milk, dry, fat free, reconstituted",3.2599,0.07,4.8498,33,0,90.9899,0,0,4.8498,0,117,0.03,12,91,158,55,0.42,0.013,2.5,66,66,0,0,0,1,0,0,0,0.5,0.038,0.162,0.083,0.032,5,0.37,15.6,0,0,5,5,0,0,2,0.043,0.002,0.001,0.001,0.002,0.001,0.007,0.02,0.007,0.014,0.002,0.001,0,0,0.002,0,0,0,0,0,0.017,0.003,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.9091,1.1727,0.4636,0.0818,0.0545,0.0273,39.5139,58.7855,13.0000,0.4100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
,24,11122000,000000,"Buttermilk, dry, reconstituted",3.3599,0.57,4.7999,38,0,90.4099,0,0,4.7999,0,119,0.03,12,91,156,54,0.4,0.02,2,5,5,1,0,0.01,0,0,0,0,0.6,0.038,0.155,0.086,0.033,5,0.37,11.6,0,0,5,5,0,0,7,0.352,0.018,0.011,0.006,0.014,0.016,0.057,0.149,0.069,0.142,0.013,0.008,0,0,0.013,0,0,0,0,0,0.163,0.021,4.2201,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.5000,8.3368,3.8605,0.4974,0.3079,0.1895,35.3674,50.5253,20.0000,0.4080,0.0000,0.0000,0.0000,4.2201,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
,25,11211050,000000,"Evaporated milk, whole",6.8098,7.5598,10.0398,134,0,74.04,0,0,10.0398,0,261,0.19,24,203,303,106,0.77,0.016,2.2999,64,65,12,0,0.14,2,0,0,0,1.8998,0.047,0.316,0.194,0.05,8,0.16,31.8,0.5,0,8,8,0,0,29,4.591,0.195,0.134,0.054,0.11,0.161,0.733,2.027,0.921,2.101,0.167,0.078,0,0,0.159,0,0,0,0,0,2.3349,0.245,51.5160,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,50.7748,30.8351,15.6822,1.6455,1.1216,0.5239,20.3278,29.9696,16.0000,0.8000,0.0000,0.0000,0.0000,51.5160,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
,26,11211400,000000,"Evaporated milk, reduced fat (2%)",7.4199,1.96,11.15,92,0,78,0,0,11.15,0,285,0.28,27,192,326,113,0.88,0.016,2.5,130,131,3,0,0.05,2,0,0,0,1.2,0.044,0.304,0.171,0.054,9,0.24,25.1,0.2,0,9,9,0,0,8,1.214,0.062,0.038,0.021,0.047,0.053,0.196,0.516,0.237,0.498,0.044,0.028,0,0,0.043,0,0,0,0,0,0.569,0.071,6.1560,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,19.1739,11.8761,5.5663,0.6946,0.4304,0.2739,32.2604,48.4783,16.0000,0.8000,0.0000,0.0000,0.0000,6.1560,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
,27,11212050,000000,"Evaporated milk, fat free (skim) ",7.5499,0.2,11.35,78,0,79.4,0,0,11.35,0,290,0.29,27,195,332,115,0.9,0.016,2.5,118,118,0,0,0,2,0,0,0,1.2,0.045,0.309,0.174,0.055,9,0.24,25.1999,0,0,9,9,0,0,4,0.121,0.005,0.004,0.001,0.003,0.004,0.019,0.054,0.024,0.056,0.004,0.002,0,0,0.004,0,0,0,0,0,0.062,0.006,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.3077,1.3962,0.7154,0.0692,0.0462,0.0231,38.7174,58.2051,16.0000,0.8000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
,28,11220000,000000,Condensed milk ,7.91,8.6998,54.3999,321,0,27.16,0,0,54.3999,0,284,0.19,26,253,371,127,0.94,0.015,14.8,73,74,14,0,0.16,0.2,0,0,0,2.6,0.09,0.416,0.21,0.051,11,0.44,89.0999,0.6,0,11,11,0,0,34,5.4859,0.282,0.167,0.097,0.073,0.18,0.783,2.3959,1.209,2.188,0.216,0.121,0,0,0.137,0,0,0,0,0,2.427,0.337,252.9684,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,24.3920,15.3810,6.8047,0.9449,0.6056,0.3393,9.8567,67.7880,15.0000,0.4000,0.0000,0.0000,187.3600,65.6084,0.0000,0.0000,0.0000,0.0000,0.0000,46.8400
,29,11320000,000000,"Milk, soy (soy beverage)",2.6299,1.48,4.99,44,0,90.2399,0,0,3.6699,0.2,118,0.43,16,43,122,47,0.25,0.163,2.3999,52,52,2,0,0.11,1,0,0,0,0,0.031,0.178,0.429,0.033,9,0.81,23.6,3,0,9,9,0,0.81,0,0.205,0,0,0,0,0,0,0.15,0.05,0.31,0.584,0.075,0,0,0,0,0.01,0,0,0,0.383,0.863,12.4800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1933,30.2727,4.1932,7.8341,17.6523,11.9455,1.5341,23.9082,45.3636,163.0000,0.4100,0.0000,0.0000,12.4800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.1200
,30,11320100,000000,Light soymilk ,2.3799,0.77,3.5099,30,0,92.6898,0,0,2.6099,0.3,123,0.43,15,87,117,48,0.23,0.086,2.2999,61,61,1,0,0.06,1.2,0,0,0,0,0.037,0.201,0.222,0.016,9,1,12.3,1.6,0,9,9,0,1,0,0.005,0,0,0,0,0,0,0.004,0.001,0.196,0.378,0.049,0,0,0,0,0.006,0,0,0,0.202,0.426,8.4800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0356,23.1000,0.1500,6.0600,12.7800,11.3400,1.4700,31.7320,46.7987,86.0000,0.4100,0.0000,0.0000,8.4800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.1200
,31,11320200,000000,"Milk, soy (soy beverage), fat free (nonfat)",2.47,0.04,4.1398,28,0,92.67,0,0,3.6499,0.2,116,0.35,10,87,105,57,0.1,0.125,1.8,61,61,1,0,0.08,1,0,0,0,0,0.022,0.174,0.323,0.024,7,0.23,17.8998,2.2999,0,7,7,0,0.23,0,0,0,0,0,0,0,0,0,0,0,0.032,0.004,0,0,0,0,0,0,0,0,0,0.036,12.3200,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.2857,0.0000,0.0000,1.1571,1.0286,0.1286,35.2857,59.1400,125.0000,0.4100,0.0000,0.0000,12.3200,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.0800
,32,11321000,000000,Chocolate soymilk ,2.2599,1.53,9.9498,63,0,85.6098,2,23,7.86,0.4,121,0.48,15,51,143,53,0.34,0.206,4.7999,66,66,2,0,0.1,1,0,0,0,1.7,0.022,0.262,0.513,0.077,11,0.7,23.6,3,0,11,11,0,0,0,0.24,0,0,0,0,0,0,0.15,0.05,0.31,0.584,0.075,0,0,0,0,0.01,0,0,0,0.379,0.836,28.4800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2044,21.8571,3.4286,5.4143,11.9429,8.3429,1.0714,14.3486,63.1733,206.0000,0.4100,0.0000,0.0000,28.4800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.1200
,33,11321100,000000,Light chocolate soymilk ,2.1,0.64,8.24,47,0,88.3799,2,19,7.1299,0.7,123,0.59,15,87,144,46,0.23,0.199,1.7,61,61,2,0,0.13,1.2,0,0,0,0,0.037,0.201,0.512,0.037,9,1,28.3998,3.6,0,9,9,0,1,0,0.032,0,0,0,0,0,0,0.024,0.008,0.035,0.358,0.046,0,0,0,0,0.001,0,0,0,0.037,0.405,25.6000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,12.2553,0.6128,0.7085,7.7553,6.8553,0.8809,17.8723,70.1277,199.0000,0.4100,0.0000,0.0000,25.6000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.4000
,34,11321200,000000,"Milk, soy (soy beverage), fat free (nonfat), chocolate",2.47,0.04,8.5099,44,0,88.3799,2,19,3.6499,0.2,116,0.35,10,87,105,57,0.1,0.199,1.7,61,61,2,0,0.13,1,0,0,0,0,0.037,0.174,0.512,0.037,7,0.23,28.3998,3.6,0,7,7,0,0.23,0,0,0,0,0,0,0,0,0,0,0,0.032,0.004,0,0,0,0,0,0,0,0,0,0.036,12.3200,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8182,0.0000,0.0000,0.7364,0.6545,0.0818,22.4545,77.3627,199.0000,0.4100,0.0000,0.0000,12.3200,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.0800
,6146,11350000,000000,"Almond milk, sweetened",0.42,1.04,6.5899,38,0,91.7998,0,0,6.25,0.4,188,0.3,7,8,50,63,0.63,0.017,0.1,63,63,0,0,2.81,1,0,0,0,0,0.015,0.177,0.075,0.003,1,1.25,1,0,0,1,1,2.81,1.25,0,0,0,0,0,0,0,0,0,0,0.619,0.208,0,0,0,0.005,0,0,0,0,0,0.625,0.208,22.7152,0.0000,0.0000,0.1400,0.0000,0.0000,0.1400,0.1400,24.6316,0.0000,14.8026,4.9263,4.9263,0.0000,4.4211,69.3674,17.0000,0.0000,0.0000,0.0000,22.7152,0.0000,0.0000,0.0000,0.0000,0.1400,0.1400,5.6788
,6147,11350010,000000,"Almond milk, chocolate, sweetened",0.63,1.25,9.38,50,0,88.43,0,4,8.75,0.4,188,0.53,12,19,75,71,0.63,0.067,0.2,62,63,0,0,2.81,1,0,0,0,4.4,0.022,0.177,0.103,0.006,1,1.25,2,0,0,1,1,2.81,1.25,0,0,0,0,0,0,0,0,0,0,0.619,0.208,0,0,0,0.005,0,0,0,0,0,0.625,0.208,31.3708,0.0000,0.0000,0.1400,0.0000,0.0000,0.1400,0.1400,22.5000,0.0000,11.2500,3.7440,3.7440,0.0000,5.0400,75.0400,67.0000,0.0000,0.0000,0.0000,30.2368,1.1340,0.0000,0.0000,0.0000,0.1400,0.1400,7.5592
,6857,11350020,000000,"Almond milk, unsweetened",0.59,1.1,0.58,15,0,97.0499,0,0,0,0,197,0.35,7,10,67,71,0.07,0.029,0.2,43,43,0,0,2.81,1,0,0,0,0,0.06,0.047,0.075,0.015,1,0,0,0,0,1,1,2.81,0,0,0,0,0,0,0,0,0,0,0,0.702,0.236,0,0,0,0.006,0,0,0,0,0,0.708,0.236,0.0000,0.0000,0.0000,0.1400,0.0000,0.0000,0.1400,0.1400,66.0000,0.0000,42.4800,14.1600,14.1600,0.0000,15.7333,15.4667,29.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1400,0.1400,0.0000
,6858,11350030,000000,"Almond milk, chocolate, unsweetened",0.83,1.4599,1.25,21,0,95.78,0,5,0,0.4,188,0.45,10,17,96,75,0.07,0.029,0.2,62,62,0,0,4.19,1,0,0,0,0,0.06,0.047,0.075,0.015,1,0,0,0,0,1,1,4.19,0,0,0,0,0,0,0,0,0,0,0,0.722,0.243,0,0,0,0.006,0,0,0,0,0,0.729,0.243,2.1870,0.0000,0.0000,0.1400,0.0000,0.0000,0.1400,0.1400,62.5671,0.0000,31.2429,10.4143,10.4143,0.0000,15.8095,23.8095,29.0000,0.0000,0.0000,0.0000,0.0000,2.1870,0.0000,0.0000,0.0000,0.1400,0.1400,0.0000
,6859,11370000,000000,Coconut milk,0.21,2.08,2.9199,31,0,94.5699,0,0,2.5,0,188,0.3,0,0,19,19,0,0,0,63,63,0,0,0,1,0,0,0,0,0,0,0,0,0,1.25,0,0,0,0,0,0,1.25,0,2.083,0,0.013,0.165,0.131,1.042,0.411,0.199,0.122,0,0,0,0,0,0,0,0,0,0,0,0,0,26.4480,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,60.3871,60.4742,0.0000,0.0000,0.0000,0.0000,2.7097,37.6761,0.0000,0.0000,0.0000,0.0000,9.6000,16.8480,0.0000,0.0000,0.0000,0.0000,0.0000,2.4000
,35,11411100,000000,"Yogurt, plain, whole milk",3.47,3.25,4.66,61,0,87.9,0,0,4.66,0,121,0.05,12,95,155,46,0.59,0.009,2.2,27,27,5,0,0.06,0.1,0,0,0,0.5,0.029,0.142,0.075,0.032,7,0.37,15.1999,0.2,0,7,7,0,0,13,2.096,0.096,0.066,0.042,0.093,0.111,0.343,0.886,0.317,0.743,0.065,0.027,0,0,0.071,0,0,0,0,0,0.893,0.092,21.3840,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,47.9508,30.9246,13.1754,1.3574,0.9590,0.3984,22.7541,30.5574,9.0000,0.4100,0.0000,0.0000,0.0000,21.3840,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
,37,11411300,000000,"Yogurt, plain, fat free",5.73,0.18,7.6799,56,0,85.23,0,0,7.6799,0,199,0.09,19,157,255,77,0.97,0.015,3.6,2,2,0,0,0,0,0,0,0,0.9,0.048,0.234,0.124,0.053,12,0.61,15.1999,0.2,0,12,12,0,0,2,0.116,0.005,0.004,0.002,0.005,0.006,0.019,0.049,0.018,0.041,0.004,0.001,0,0,0.004,0,0,0,0,0,0.049,0.005,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.8929,1.8643,0.7875,0.0804,0.0643,0.0161,40.9286,54.8564,15.0000,0.4100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
,6860,11411400,000000,"Greek yogurt, plain, whole milk",9,5,3.98,97,0,81.2999,0,0,4,0,100,0,11,135,141,35,0.52,0.017,9.6999,1,2,7,0,0.01,0,0,0,0,0,0.023,0.278,0.208,0.063,5,0.75,15.1,0,0,5,5,0,0,13,2.395,0,0.051,0.086,0.264,0.127,0.316,1,0.422,0.993,0.209,0.023,0,0.004,0.049,0,0.034,0,0,0,2.136,0.469,35.5582,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,46.3918,22.2216,19.8186,4.3515,1.9392,0.2134,37.1134,16.4124,17.0000,0.4100,0.0000,0.0000,0.0000,35.5582,4.0000,0.0000,0.0000,0.0000,0.0000,0.0000
,6861,11411410,000000,"Greek yogurt, plain, low fat",9.9499,1.9199,3.94,73,0,83.56,0,0,3.56,0,115,0.04,11,137,141,34,0.6,0.021,12.4,90,90,6,0,0.04,0,0,0,1,0.8,0.044,0.233,0.197,0.055,12,0.52,15.1999,0.2,0,12,12,0,0,10,1.23,0.047,0.035,0.024,0.067,0.062,0.194,0.57,0.195,0.427,0.065,0.007,0.002,0,0.031,0,0.004,0,0,0,0.486,0.076,10.6110,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,23.6700,15.1644,5.9918,0.9370,0.8014,0.0863,54.5200,21.5890,21.0000,0.4100,0.0000,0.0000,0.0000,10.6110,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
,6862,11411420,000000,"Greek yogurt, plain, fat free",10.1899,0.39,3.6,59,0,85.0999,0,0,3.24,0,110,0.07,11,135,141,36,0.52,0.017,9.6999,1,1,0,0,0.01,0,0,0,0,0,0.023,0.278,0.208,0.063,7,0.75,15.1,0,0,7,7,0,0,5,0.117,0,0.003,0.004,0.013,0.006,0.015,0.049,0.021,0.049,0.01,0.001,0,0,0.002,0,0.002,0,0,0,0.053,0.012,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.9492,1.7847,0.8085,0.1831,0.1525,0.0153,69.0841,24.4068,17.0000,0.4100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
,38,11421000,000000,"Yogurt, coffee, whole milk",4.8399,3.14,13.5398,100,0,77.48,0,0,13.5398,0,168,0.07,16,132,215,65,0.81,0.013,4.7999,28,28,6,0,0.07,0.6,0,0,0,0.8,0.041,0.197,0.105,0.044,11,0.52,15.3,0.3,0,11,11,0,0,10,1.981,0.098,0.061,0.037,0.083,0.096,0.322,0.838,0.352,0.762,0.068,0.038,0,0,0.069,0,0,0,0,0,0.889,0.106,45.4522,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,28.2600,17.8290,8.0010,0.9540,0.6120,0.3420,19.3596,54.1592,13.0000,0.3800,0.0000,0.0000,24.9600,20.4922,0.0000,0.0000,0.0000,0.0000,0.0000,6.2400
,39,11422000,000000,"Yogurt, coffee, lowfat",4.9299,1.25,13.8,85,0,79,0,0,13.8,0,171,0.07,16,135,219,66,0.83,0.013,4.9,12,12,2,0,0.02,0.6,0,0,0,0.8,0.042,0.201,0.107,0.045,11,0.53,15.1999,0.1,0,11,11,0,0,5,0.806,0.037,0.025,0.016,0.036,0.043,0.132,0.341,0.122,0.286,0.025,0.01,0,0,0.027,0,0,0,0,0,0.343,0.036,31.1040,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.2353,8.5341,3.6318,0.3812,0.2647,0.1059,23.1995,64.9412,13.0000,0.3800,0.0000,0.0000,25.9200,5.1840,0.0000,0.0000,0.0000,0.0000,0.0000,6.4800
,5508,11422100,000000,"Yogurt, vanilla, lowfat, low calorie sweetener",4.9299,1.25,13.8,86,0,79,0,0,5.4298,0,171,0.07,16,135,219,66,0.83,0.013,4.9,12,12,2,0,0.02,0,0,0,0,0.8,0.042,0.201,0.107,0.045,11,0.53,15.1999,0.1,0,11,11,0,0,5,0.752,0.037,0.025,0.016,0.036,0.043,0.132,0.341,0.122,0.286,0.025,0.01,0,0,0.027,0,0,0,0,0,0.313,0.035,5.1840,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.0814,7.8698,3.2756,0.3663,0.2616,0.1047,22.9298,64.1860,13.0000,0.4100,0.0000,0.0000,0.0000,5.1840,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
,40,11423000,000000,"Yogurt, coffee, fat free",4.24,0.16,16.46,81,0,78.14,0,0,16.44,0,152,0.1,14,118,192,61,0.73,0.046,3.1,2,2,0,0,0,0.6,0,0,0,0.9,0.036,0.177,0.093,0.04,9,0.46,13.6999,0.1,0,9,9,0,0,2,0.105,0.005,0.004,0.002,0.005,0.005,0.017,0.044,0.016,0.037,0.004,0.001,0,0,0.004,0,0,0,0,0,0.044,0.005,36.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.7778,1.1667,0.4889,0.0556,0.0444,0.0111,20.9383,81.2840,46.0000,0.3700,0.0000,0.0000,36.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9.0000
,41,11424000,000000,"Yogurt, coffee, light (fat free, low calorie sweetener)",3.8599,0.18,7.5,43,0,87.43,0,0,7.5,0,143,0.12,13,109,177,59,0.67,0.079,3.1,2,2,0,0,0,0.6,0,0,0,1.1,0.034,0.162,0.086,0.037,8,0.43,15.1999,0,0,8,8,0,0,2,0.116,0.005,0.005,0.002,0.005,0.006,0.019,0.049,0.018,0.041,0.004,0.001,0,0,0.004,0,0,0,0,0,0.049,0.005,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.7674,2.4279,1.0256,0.1047,0.0837,0.0209,35.9060,69.7674,79.0000,0.4100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
,6863,11424500,000000,"Greek yogurt, vanilla, whole milk",8.39,5.41,9.25,118,0,76.4,0,0,9.25,0,97,0.04,10,116,119,39,0.45,0.017,9.4,131,132,9,0,0.1,0.9,0,0,0,0,0.037,0.233,0.195,0.049,9,0.62,33.1,0.5,0,9,9,0,0,13,3.2789,0.177,0.078,0.068,0.287,0.183,0.472,1.336,0.57,1.137,0.159,0.048,0.004,0,0.082,0,0.005,0,0,0,1.683,0.308,58.8792,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,41.2627,25.0086,12.8364,2.3492,1.2127,0.3661,28.4407,31.3559,17.0000,0.3900,0.0000,0.0000,20.0000,38.8792,0.0000,0.0000,0.0000,0.0000,0.0000,5.0000
,6864,11424510,000000,"Greek yogurt, vanilla, low fat",8.64,2.5,9.5399,95,0,78.76,0,0,9.5399,0,100,0.04,10,119,123,40,0.46,0.018,9.6999,110,110,3,0,0.02,0.9,0,0,0,0,0.038,0.24,0.201,0.05,9,0.64,33.3999,0.2,0,9,9,0,0,5,1.465,0.083,0.021,0.036,0.219,0.102,0.177,0.568,0.215,0.398,0.094,0.005,0.004,0,0.016,0,0.005,0,0,0,0.846,0.203,36.4282,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,23.6842,13.8789,8.0147,1.9232,0.8905,0.0474,36.3789,40.1680,18.0000,0.3900,0.0000,0.0000,21.1200,15.3082,0.0000,0.0000,0.0000,0.0000,0.0000,5.2800
,6865,11424520,000000,"Greek yogurt, vanilla, fat free",8.64,0.18,10.3699,78,0,80.26,0,0,9.5399,0.5,99,0.04,10,119,123,34,0.46,0.018,9.6999,0,0,0,0,0.02,0.9,0,0,0,0,0.042,0.24,0.201,0.05,11,0.64,15.1999,0.1,0,11,11,0,0,3,0.133,0.008,0.002,0.003,0.02,0.009,0.016,0.052,0.02,0.036,0.009,0.001,0,0,0.002,0,0.001,0,0,0,0.039,0.009,21.1200,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.0769,1.5346,0.4500,0.1038,0.1038,0.0115,44.3077,53.1790,18.0000,0.3900,0.0000,0.0000,21.1200,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.2800
,42,11426000,000000,"Chocolate yogurt, whole milk",3.43,3.08,22.8,136,0,69.3598,2,22,14.51,1.2,85,0.41,39,161,329,131,1.1,0.203,6.7999,26,26,6,0,0.09,0.6,0,0,0,0,0.046,0.208,0.216,0.046,12,0.48,15.4,0.3,0,12,12,0,0,9,1.917,0.1,0.059,0.034,0.077,0.086,0.31,0.81,0.373,0.775,0.07,0.045,0,0,0.069,0,0,0,0,0,0.889,0.114,48.6470,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20.3824,12.6860,5.8831,0.7544,0.4632,0.2978,10.0882,67.0588,203.0000,0.3800,0.0000,0.0000,28.6400,20.0070,0.0000,0.0000,0.0000,0.0000,0.0000,7.1600
,43,11427000,000000,"Chocolate yogurt, fat free",3.5299,0,23.53,112,0,71.5699,2,23,14.97,1.2,88,0.42,40,166,339,135,1.1298,0.209,7,0,0,0,0,0,0.6,0,0,0,0,0.047,0.215,0.223,0.047,12,0.5,15.1999,0,0,12,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.3968,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,12.6068,84.0357,209.0000,0.3800,0.0000,0.0000,30.3968,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.5992
