Action,Food_Item_ID,foodcode,modcode,foodname,_203 Protein (g),_204 Total Fat (g),_205 Carbohydrate (g),_208 Energy (kcal),_221 Alcohol (g),_255 Water (g),_262 Caffeine (mg),_263 Theobromine (mg),"_269 Sugars, total (g)","_291 Fiber, total dietary (g)",_301 Calcium (mg),_303 Iron (mg),_304 Magnesium (mg),_305 Phosphorus (mg),_306 Potassium (mg),_307 Sodium (mg),_309 Zinc (mg),_312 Copper (mg),_317 Selenium (mcg),_319 Retinol (mcg),"_320 Vitamin A, RAE (mcg_RAE)","_321 Carotene, beta (mcg)","_322 Carotene, alpha (mcg)",_323 Vitamin E (alpha-tocopherol)(mg),_328 Vitamin D (mcg),"_334 Cryptoxanthin, beta (mcg)",_337 Lycopene (mcg),_338 Lutein + zeaxanthin (mcg),_401 Vitamin C (mg),_404 Thiamin (mg),_405 Riboflavin (mg),_406 Niacin (mg),_415 Vitamin B-6 (mg),"_417 Folate, total (mcg)",_418 Vitamin B-12 (mcg),"_421 Choline, total (mg)",_430 Vitamin K (phylloquinone)(mcg),_431 Folic acid (mcg),"_432 Folate, food (mcg)","_435 Folate, DFE (mcg_DFE)","_573 Vitamin E, added (mg)","_578 Vitamin B-12, added (mcg)",_601 Cholesterol (mg),"_606 Fatty acids, total saturated (g)",_607 4:0 (g),_608 6:0 (g),_609 8:0 (g),_610 10:0 (g),_611 12:0 (g),_612 14:0 (g),_613 16:0 (g),_614 18:0 (g),_617 18:1 (g),_618 18:2 (g),_619 18:3 (g),_620 20:4 (g),_621 22:6 n-3 (g),_626 16:1 (g),_627 18:4 (g),_628 20:1 (g),_629 20:5 n-3 (g),_630 22:1 (g),_631 22:5 n-3 (g),"_645 Fatty acids, total monounsaturated (g)","_646 Fatty acids, total polyunsaturated (g)",Calc_SoFAS,Calc_Red_Org_Veg,Calc_Starchy_Veg,Calc_Meat_And_Beans,Calc_Meat_Poult_Egg,Calc_Seafood,Calc_Nuts_Seeds_Soy,Calc_Oils,Calc_Total_Fat_Prct,Calc_Sat_Fat_Prct,Calc_MonoUnsat_Fat_Prct,Calc_PolyUnsat_Fat_Prct,Calc_Linoleic_Acid_Prct,Calc_Alpha_Linoleic_Acid_Prct,Calc_Protein_Prct,Calc_Carb_Prct,Calc_Copper,Calc_Milk_Yogurt,Calc_Whole_Fruit,Calc_Alcohol,Calc_Added_Sugars,Calc_Solid_Fats,Calc_Omega3_DHA,Calc_Omega3_EPA,Calc_V_TOTAL,Calc_Protein_Foods,Calc_Protein_Nuts_Seeds_Soy,Calc_Added_Sugars_Grams
,6418,91407120,000000,Sweet potato paste (dulce de calabaza),0.41,0.04,75.2998,294,0,24.05,0,0,71.5798,0.8,9,0.25,5,10,70,9,0.07,0.033,0.5,0,236,2833,0,0.28,0,0,0,0,3.7999,0.017,0.027,0.161,0.05,2,0,3.2,0.6,0,2,2,0,0,0,0.009,0,0,0,0,0,0,0.009,0,0,0.018,0,0,0,0,0,0,0,0,0,0,0.018,266.0768,0.1500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1224,0.0276,0.0000,0.0551,0.0551,0.0000,0.5578,102.4487,33.0000,0.0000,0.0000,0.0000,266.0768,0.0000,0.0000,0.0000,0.1500,0.0000,0.0000,66.5192
,4794,91407150,000000,"Bean paste, sweetened",6.2199,0.36,50.1099,222,0,42.21,0,0,33.92,5.2999,21,2.1299,32,102,290,124,0.77,0.176,1.1,0,0,0,0,0.02,0,0,0,0,0.9,0.115,0.048,0.415,0.086,93,0,21.8998,6,0,93,93,0,0,0,0.052,0,0,0,0,0,0,0.046,0.006,0.028,0.077,0.121,0,0,0,0,0,0,0,0,0.028,0.197,128.3168,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.4595,0.2108,0.1135,0.7986,0.3122,0.4905,11.2070,90.2881,176.0000,0.0000,0.0000,0.0000,128.3168,0.0000,0.0000,0.0000,0.4100,1.6400,1.6400,32.0792
,4795,91500200,000000,"Jello (gelatin) powder, sweetened, dry",7.7999,0,90.5,381,0,1,0,0,86.04,0,3,0.13,2,141,7,466,0.01,0.118,6.7,0,0,0,0,0,0,0,0,0,0,0.003,0.041,0.009,0.001,3,0,3.5,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,327.8368,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8.1889,95.0131,118.0000,0.0000,0.0000,0.0000,327.8368,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,81.9592
,4796,91501010,000000,Jello (gelatin) dessert,1.22,0,14.1899,62,0,84.39,0,0,13.49,0,3,0.02,1,22,1,75,0.01,0.024,1.1,0,0,0,0,0,0,0,0,0,0,0,0.006,0.001,0,1,0,0.5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.3600,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.8710,91.5477,24.0000,0.0000,0.0000,0.0000,51.3600,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,12.8400
,4797,91501015,000000,Jello (gelatin) snacks,2.8399,0,33,139,0,63.84,0,0,31.37,0,3,0.05,1,51,3,172,0,0.049,2.3999,0,0,0,0,0,0,0,0,0,0,0.001,0.015,0.003,0,1,0,1.3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.5184,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8.1724,94.9640,49.0000,0.0000,0.0000,0.0000,119.5184,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,29.8796
,4798,91501020,000000,"Jello (gelatin) dessert, with fruit",1.09,0.09,16.1099,65,0,82.3598,0,0,13.3599,0.6,5,0.12,7,21,97,48,0.04,0.053,0.9,0,1,11,5,0.05,0,0,0,16,2.1,0.018,0.029,0.15,0.079,4,0,3,2.7,0,4,4,0,0,0,0.029,0,0,0,0,0,0.001,0.026,0.002,0.005,0.015,0.007,0,0,0.002,0,0,0,0,0,0.007,0.021,32.4784,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.2462,0.4015,0.0969,0.2908,0.2077,0.0969,6.7077,99.1378,53.0000,0.0000,0.2300,0.0000,32.4784,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8.1196
,4799,91501030,000000,"Jello (gelatin) dessert, with whipped cream",1.22,1.83,14.83,81,0,81.9098,0,0,14.18,0,3,0.03,1,21,2,71,0.01,0.024,1.2,0,1,6,0,0.07,0,0,0,0,0,0,0.006,0.001,0,1,0,0.5,0.5,0,1,1,0,0,0,1.578,0,0,0.046,0.066,0.64,0.272,0.224,0.332,0.1,0.022,0.016,0,0,0.017,0,0,0,0,0,0.117,0.038,68.2610,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20.3333,17.5333,1.3000,0.4222,0.2444,0.1778,6.0247,73.2346,24.0000,0.0000,0.0000,0.0000,53.6000,14.6610,0.0000,0.0000,0.0000,0.0000,0.0000,13.4000
,4800,91501040,000000,"Jello (gelatin) dessert, with fruit and whipped cream",1.1899,4.3098,15.1899,100,0,78.95,0,0,12.76,0.5,11,0.11,7,26,94,47,0.07,0.047,0.8,46,48,18,4,0.17,0.1,0,0,14,1.8998,0.018,0.038,0.136,0.072,4,0.02,4.5998,2.7,0,4,4,0,0,16,2.6589,0.137,0.081,0.047,0.106,0.119,0.426,1.135,0.514,1.069,0.108,0.067,0,0,0.096,0,0,0,0,0,1.228,0.176,66.5830,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,38.7882,23.9301,11.0520,1.5840,0.9720,0.6030,4.7596,60.7596,47.0000,0.0000,0.2000,0.0000,32.3200,34.2630,0.0000,0.0000,0.0000,0.0000,0.0000,8.0800
,4801,91501050,000000,"Jello (gelatin) dessert, with cream cheese",1.56,2.5,13.4499,82,0,82.2,0,0,12.74,0,10,0.05,2,28,11,96,0.05,0.024,1.2,26,27,6,0,0.02,0,0,0,0,0,0.001,0.015,0.012,0.003,2,0.02,2.3999,0.2,0,2,2,0,0,8,1.409,0.073,0.021,0.026,0.06,0.067,0.222,0.621,0.279,0.579,0.075,0.013,0.004,0,0.033,0,0,0,0,0,0.63,0.105,67.9300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,27.4390,15.4646,6.9146,1.1524,0.8232,0.1427,7.6098,65.6093,24.0000,0.0000,0.0000,0.0000,47.6800,20.2500,0.0000,0.0000,0.0000,0.0000,0.0000,11.9200
,4802,91501060,000000,"Jello (gelatin) dessert, with sour cream",1.4098,4.36,11.69,91,0,82.1898,0,0,11.14,0,27,0.05,3,43,32,69,0.09,0.023,1.3998,38,39,6,0,0.1,0.1,0,0,0,0.2,0.008,0.043,0.025,0.013,2,0.06,4.5998,0.4,0,2,2,0,0,12,2.5459,0.15,0.089,0.044,0.099,0.115,0.385,1.116,0.484,1.008,0.134,0.022,0.007,0,0.066,0,0.007,0,0,0,1.121,0.186,75.3160,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,43.1209,25.1792,11.0868,1.8396,1.3253,0.2176,6.1969,51.3846,23.0000,0.0000,0.0000,0.0000,40.0000,35.3160,0.0000,0.0000,0.0000,0.0000,0.0000,10.0000
,4803,91501080,000000,"Jello (gelatin) dessert, with fruit and cream cheese",1.32,1.71,15.5398,78,0,81.03,0,0,12.88,0.6,9,0.13,7,25,99,63,0.06,0.051,0.9,17,18,15,4,0.06,0,0,0,16,2,0.018,0.034,0.15,0.077,4,0.01,4.2,2.7,0,4,4,0,0,5,0.946,0.048,0.014,0.017,0.039,0.044,0.146,0.429,0.184,0.382,0.063,0.015,0.003,0,0.023,0,0,0,0,0,0.417,0.088,44.0798,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,19.7308,10.9154,4.8115,1.0154,0.7269,0.1731,6.7692,79.6913,51.0000,0.0000,0.2200,0.0000,30.8784,13.2014,0.0000,0.0000,0.0000,0.0000,0.0000,7.7196
,4804,91501100,000000,"Jello (gelatin) salad, with vegetables (onions, peppers, celery, radishes)",1.11,0.03,12.1198,51,0,86.03,0,0,11.1198,0.3,7,0.07,3,22,45,237,0.04,0.031,0.9,0,35,354,140,0.06,0,0,0,41,5.4,0.008,0.013,0.091,0.025,4,0,1.6,2.2999,0,4,4,0,0,0,0.008,0,0,0,0,0,0,0.007,0.001,0.003,0.012,0.002,0,0,0,0,0,0,0,0,0.003,0.014,40.4784,0.0300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5294,0.1412,0.0529,0.2471,0.2118,0.0353,8.7059,95.0573,31.0000,0.0000,0.0000,0.0000,40.4784,0.0000,0.0000,0.0000,0.1500,0.0000,0.0000,10.1196
,4805,91511010,000000,"Jello (gelatin) dessert, with low calorie sweetener",0.34,0,1.72,4,0,97.79,0,0,0,0,3,0,1,28,0,22,0.01,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,34.0000,172.0000,10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
,4806,91511020,000000,"Jello (gelatin) dessert, with low calorie sweetener, with fruit",0.86,0.1,10.58,43,0,88.0798,0,0,5.4199,0.7,5,0.13,7,50,108,30,0.04,0.044,0.2,0,1,13,5,0.06,0,0,0,18,2.2999,0.02,0.028,0.167,0.088,4,0,3,3,0,4,4,0,0,0,0.032,0,0,0,0,0,0.001,0.029,0.002,0.006,0.016,0.007,0,0,0.002,0,0,0,0,0,0.008,0.024,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.0930,0.6698,0.1674,0.5023,0.3349,0.1465,8.0000,98.4186,44.0000,0.0000,0.2600,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
,4807,91511030,000000,"Jello (gelatin) dessert, with low calorie sweetener, with whipped topping",0.84,0.47,4.7199,26,0,93.76,0,0,0.84,0,3,0.01,1,65,3,53,0,0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.251,0,0,0.01,0.01,0.084,0.034,0.049,0.063,0.106,0.085,0.006,0,0,0.001,0,0,0,0,0,0.107,0.091,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,16.2692,8.6885,3.7038,3.1500,2.9423,0.2077,12.9231,72.6138,8.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
,4808,91550100,000000,"Coconut cream cake, Puerto Rican style",2.41,14.65,47.4399,318,0,34.9699,0,0,45.9699,1.2,19,1.1,20,82,149,13,0.54,0.153,7.7999,28,29,7,3,0.27,0.4,2,0,82,1.2,0.023,0.046,0.385,0.042,15,0.12,53.8999,0.1,0,15,15,0,0,82,11.941,0,0.072,0.887,0.705,5.615,2.225,1.589,0.837,1.343,0.405,0.008,0.033,0.009,0.069,0,0.006,0.001,0.001,0,1.421,0.455,283.6660,0.0000,0.0000,0.1500,0.1500,0.0000,0.0000,0.0000,41.4623,33.7953,4.0217,1.2877,1.1462,0.0226,3.0314,59.6728,153.0000,0.0000,0.0000,0.0000,168.1600,115.5060,9.0000,1.0000,0.0000,0.1500,0.0000,42.0400
,4809,91550300,000000,"Pineapple custard, Puerto Rican style ",5.7,4.23,23.73,155,0,65.73,0,0,21.98,0.1,31,0.94,12,91,124,63,0.63,0.066,13.6,70,70,1,0,0.47,0.9,4,0,220,4.2999,0.039,0.204,0.127,0.122,21,0.31,104.7,0.3,0,21,21,0,0,163,1.374,0.002,0,0.002,0.003,0,0.014,0.98,0.357,1.5008,0.694,0.031,0.082,0.025,0.089,0,0.012,0,0,0.003,1.61,0.86,77.4644,0.0000,0.0000,0.8800,0.8800,0.0000,0.0000,0.0000,24.5613,7.9781,9.3484,4.9935,4.0297,0.1800,14.7097,61.2387,66.0000,0.0000,0.0000,0.0000,62.3984,15.0660,25.0000,0.0000,0.0000,0.8800,0.0000,15.5996
,4810,91560100,000000,Haupia (coconut pudding),1.98,20.41,23.57,272,0,53.25,0,0,14.72,2,14,1.4498,32,87,226,83,0.58,0.232,5.5998,0,0,0,0,0.13,0,0,0,0,2.3999,0.022,0.002,0.65,0.028,14,0,7.2999,0.1,0,14,14,0,0,0,18.094,0,0.116,1.429,1.1358,9.0518,3.5739,1.73,1.056,0.869,0.225,0,0,0,0,0,0,0,0,0,0.869,0.225,210.3568,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,67.5331,59.8699,2.8754,0.7445,0.7445,0.0000,2.9118,34.6618,232.0000,0.0000,0.0000,0.0000,45.1184,165.2384,0.0000,0.0000,0.0000,0.0000,0.0000,11.2796
,4811,91601000,000000,"Ice, fruit",0.4,0,32.6,128,0,66.9,0,0,32.6,0,2,0.16,1,1,3,22,0.02,0.013,0.1,0,0,0,0,0,0,0,0,0,1,0.001,0,0.007,0.001,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124.1584,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.2500,101.8750,13.0000,0.0000,0.0000,0.0000,124.1584,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,31.0396
,4812,91611000,000000,Ice pop (popsicle),0,0.24,19.23,79,0,80.4899,0,0,13.66,0,0,0.54,1,0,15,7,0.15,0,0.2,0,0,0,0,0,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013,0,0,0,0,0,0,0.013,0,0.051,0.015,0,0,0,0,0,0,0,0,0,0.051,0.016,52.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.7342,0.1481,0.5810,0.1823,0.1709,0.0000,0.0000,97.3671,0.0000,0.0000,0.0000,0.0000,52.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.0000
,4813,91611050,000000,"Ice pop (popsicle), filled with ice cream",1.1598,3.79,20.67,121,0,74.06,0,0,16.16,0.2,42,0.39,5,35,76,31,0.33,0.008,0.7,38,39,6,0,0.1,0.1,0,0,0,0.7,0.014,0.079,0.038,0.016,2,0.13,8.5998,0.1,0,2,2,0,0,15,2.249,0.119,0.069,0.04,0.092,0.102,0.373,1.0188,0.434,0.946,0.101,0.058,0,0,0.068,0,0,0.001,0,0,1.014,0.16,85.3902,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,28.1901,16.7281,7.5421,1.1901,0.7512,0.4314,3.8340,68.3306,8.0000,0.0700,0.0000,0.0000,56.9600,28.4302,0.0000,1.0000,0.0000,0.0000,0.0000,14.2400
,4814,91611100,000000,"Ice pop (popsicle), with low calorie sweetener",0,0,5.9199,24,0,94.03,0,0,1.52,0,0,0.67,1,0,11,10,0.47,0,0,0,0,0,0,0,0,0,0,0,10.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.7600,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,98.6650,0.0000,0.0000,0.0000,0.0000,5.7600,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.4400
,4815,91621000,000000,Snow cone (slurpee),0.4,0,32.6,128,0,66.9,0,0,32.6,0,2,0.16,1,1,3,22,0.02,0.013,0.1,0,0,0,0,0,0,0,0,0,1,0.001,0,0.007,0.001,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124.1584,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.2500,101.8750,13.0000,0.0000,0.0000,0.0000,124.1584,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,31.0396
,4816,91700500,000000,"M&M's, almond",7.53,27.76,60.5,522,0,2.52,7,73,49.2199,5.5998,155,1.73,116,203,381,45,1.86,0.552,2.7,24,24,1,0,9.5198,0,0,0,0,0.6,0.11,0.324,0.952,0.055,12,0.22,37.7,2,0,12,12,0,0,8,9.435,0.264,0.095,0.055,0.104,0.114,0.348,4.7359,3.5489,11.16,3.741,0.012,0,0,0.105,0,0,0,0,0,11.2898,3.753,241.6960,0.0000,0.0000,2.3999,0.0000,0.0000,2.3999,2.3733,47.8621,16.2672,19.4652,6.4707,6.4500,0.0207,5.7701,46.3602,552.0000,0.1700,0.0000,0.0000,169.1200,72.5760,0.0000,0.0000,0.0000,2.3999,2.3999,42.2800
,4817,91701010,000000,"Almonds, chocolate covered",17.27,45.6599,30.89,574,0,3.6099,6,62,18.69,8,222,3,206,399,573,37,2.77,0.866,3.6,18,18,3,0,16.78,0,0,0,2,0,0.167,0.587,2.5659,0.091,38,0.22,50.2999,1.7,0,38,38,0,0,7,8.32,0.107,0.03,0.033,0.074,0.076,0.355,4.791,2.817,25.0018,9.021,0.039,0,0,0.292,0,0,0,0,0,25.5459,9.07,109.2380,0.0000,0.0000,4.9400,0.0000,0.0000,4.9400,5.2844,71.5922,13.0453,40.0545,14.2213,14.1444,0.0611,12.0348,21.5261,866.0000,0.1400,0.0000,0.0000,47.8400,61.3980,0.0000,0.0000,0.0000,4.9400,4.9400,11.9600
,4818,91701020,000000,"Almonds, sugar-coated",10,17.93,68.26,474,0,2.2999,0,0,62.5,2.5,100,1.8998,137,166,255,13,1.56,0.586,1.7,0,0,2,0,12.3599,0,0,0,1,0,0.05,0.27,1,0.06,15,0,26,0,0,15,15,0,0,0,1.948,0,0,0,0,0.002,0.106,1.476,0.364,11.988,3.9039,0,0,0,0.09,0,0,0,0,0,12.0779,3.9039,223.5200,0.0000,0.0000,2.1200,0.0000,0.0000,2.1200,2.2644,34.0443,3.6987,22.9327,7.4125,7.4125,0.0000,8.4388,57.6034,586.0000,0.0000,0.0000,0.0000,223.5200,0.0000,0.0000,0.0000,0.0000,2.1200,2.1200,55.8800
,4819,91701030,000000,"Almonds, yogurt-covered",12.8599,38.4799,43.57,553,0,3.08,0,0,36.38,4.5,219,1.55,130,303,456,57,1.72,0.467,4,1,1,2,0,11.3,0,0,0,0,0.3,0.121,0.464,1.6598,0.083,26,0.36,37.1,5.2,0,26,26,0,0,1,15.036,0.014,0.024,0.373,0.466,7.9779,2.834,2.722,0.614,15.188,5.827,0.027,0,0,0.111,0,0,0,0,0,15.326,5.854,228.1992,0.0000,0.0000,3.1699,0.0000,0.0000,3.1699,3.3955,62.6255,24.4709,24.9429,9.5273,9.4834,0.0439,9.3019,31.5154,467.0000,0.1300,0.0000,0.0000,121.2800,106.9192,0.0000,0.0000,0.0000,3.1699,3.1699,30.3200
,4820,91702010,000000,Butterscotch morsels or chips,2.2,29.05,67.0999,539,0,0.75,0,0,67.0999,0,34,0.08,5,31,64,89,0.11,0.003,1.3,0,0,0,0,0.68,0,0,0,0,0.1,0.015,0.075,0.049,0.016,1,0.1,10.9,6.5,0,1,1,0,0,0,24.1,0,0.06,1.092,1.076,13.7898,4.674,2.3439,1.722,2.25,0.974,0.034,0.034,0,0.007,0,0.014,0,0,0,2.2709,1.0408,457.5702,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,48.5065,40.2412,3.7919,1.7379,1.6263,0.0568,1.6327,49.7958,3.0000,0.0600,0.0000,0.0000,246.0800,211.4902,0.0000,0.0000,0.0000,0.0000,0.0000,61.5200
,4821,91703010,000000,Chocolate-flavored roll (Tootsie Roll),1.59,3.31,87.73,387,0,6.69,7,75,56.32,0.1,36,0.8,22,57,116,44,0.4,0.13,2.2,0,0,0,0,0.65,0,0,0,1,0,0.056,0.07,0.21,0.01,9,0,18.6999,9.5998,3,6,11,0,0,2,0.967,0.001,0,0,0,0,0.005,0.438,0.492,1.925,0.246,0.006,0,0,0.003,0,0.001,0,0,0,1.929,0.266,229.8510,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.6977,2.2488,4.4860,0.6186,0.5721,0.0140,1.6434,90.6770,130.0000,0.2000,0.0000,0.0000,203.0400,26.8110,0.0000,0.0000,0.0000,0.0000,0.0000,50.7600
,4822,91703020,000000,Caramel,4.5998,8.0998,77,382,0,8.5,0,0,65.5,0,138,0.14,17,114,214,245,0.44,0.018,1.8,11,12,2,0,0.46,0,0,0,0,0.4,0.103,0.256,0.148,0.056,4,0.3,8,1.8,0,4,4,0,0,7,2.476,0.047,0.012,0.013,0.026,0.016,0.19,1.8798,0.293,1.447,3.447,0.025,0.007,0,0.095,0,0,0,0,0,1.542,3.478,259.3052,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,19.0833,5.8335,3.6330,8.1942,8.1212,0.0589,4.8165,80.6283,18.0000,0.3800,0.0000,0.0000,198.8800,60.4252,0.0000,0.0000,0.0000,0.0000,0.0000,49.7200
,4823,91703030,000000,"Caramel, with walnuts",5.7698,14.39,70.03,412,0,8.0099,0,0,58.57,0.7,134,0.44,33,140,239,218,0.73,0.191,2.1,10,11,3,0,0.49,0,0,0,1,0.5,0.129,0.244,0.256,0.109,14,0.27,11.4,1.8998,0,14,14,0,0,6,2.878,0.042,0.011,0.012,0.023,0.014,0.169,2.1579,0.443,2.257,7.2629,1.022,0.006,0,0.085,0,0.015,0,0,0,2.3559,8.2898,230.7424,0.0000,0.0000,0.7800,0.0000,0.0000,0.7800,1.1422,31.4345,6.2869,5.1464,18.1088,15.8656,2.2325,5.6017,67.9903,191.0000,0.3400,0.0000,0.0000,176.9600,53.7824,0.0000,0.0000,0.0000,0.7800,0.7800,44.2400
,4824,91703040,000000,"Caramel, chocolate covered (Riesen, Russel Stover, Caramello)",5.2999,13.06,72.95,417,0,6.8898,5,47,62.28,0.8,150,0.65,28,136,250,207,0.87,0.127,2.3999,22,23,2,0,0.47,0,0,0,1,0.3,0.105,0.266,0.203,0.051,6,0.4,16.8,2.7,0,6,6,0,0,11,6.1638,0.119,0.032,0.036,0.077,0.071,0.419,3.3639,2.028,2.512,2.934,0.047,0.005,0,0.167,0,0,0,0,0,2.8399,2.995,283.4718,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,28.1871,13.3032,6.1293,6.4640,6.3324,0.1014,5.0838,69.9760,127.0000,0.4000,0.0000,0.0000,189.9168,93.5550,0.0000,0.0000,0.0000,0.0000,0.0000,47.4792
,4825,91703060,000000,"Caramel, with nuts, chocolate covered (turtles)",9.5,21,60.67,470,0,6.0998,19,113,41.35,4.2999,78,1.7,81,166,445,156,1.87,0.58,2.7999,41,42,7,0,1.1,0,0,0,0,1.3998,0.04,0.16,4.7599,0.16,92,0,33.8999,3.2,0,92,92,0,0,0,4.657,0,0.005,0.08,0.09,1.1398,0.407,2.1779,0.551,9.194,5.833,0.001,0,0,0.003,0,0.246,0,0,0,9.444,5.8338,183.3740,0.0000,0.0000,1.9800,0.0000,0.0000,1.9800,1.9089,40.2128,8.9177,18.0843,11.1711,11.1696,0.0019,8.0851,51.6340,580.0000,0.0700,0.0000,0.0000,143.3600,40.0140,0.0000,0.0000,0.0000,1.9800,1.9800,35.8400
,4826,91703070,000000,Rolo,5.08,20.93,67.95,474,0,4.5998,6,52,63.93,0.9,145,0.42,0,71,188,188,0,0,0,33,34,0,0,1.1,0,0,0,0,0.9,0.02,0.12,0.04,0,0,0.33,20.1,3.2,0,0,0,0,0,12,14.542,0.448,0.229,0.167,0.25,0.275,0.947,6.535,5.423,2.068,0.235,0.03,0,0,0.024,0,0.002,0,0,0,2.104,0.265,372.6220,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,39.7405,27.6114,3.9949,0.5032,0.4462,0.0570,4.2869,57.3418,0.0000,0.3600,0.0000,0.0000,218.5600,154.0620,0.0000,0.0000,0.0000,0.0000,0.0000,54.6400
,4827,91703080,000000,"Caramel, sugar free",2.24,14.23,72.64,433,0,9.58,1,26,17.1999,0.9,114,0.69,35,155,322,165,0.41,0.11,5.5998,1,1,0,0,1.1298,0,0,0,0,0.2,0.073,0.314,0.219,0.082,2,0.33,31.6999,3.5,0,2,2,0,0,1,2.688,0.008,0.001,0.001,0.003,0.002,0.025,1.609,0.907,5.634,4.8258,0.242,0,0,0.019,0,0.032,0,0,0,5.687,5.1448,113.8860,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,29.5774,5.5871,11.8206,10.6936,10.0305,0.5030,2.0693,67.1039,110.0000,0.0000,0.0000,0.0000,0.0000,113.8860,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
