Action,Food_Item_ID,foodcode,modcode,foodname,All Foods,Beverages,"Breads, cereals, bakery items",Pasta and rice*,Fruits*,Vegetables*,Dairy*,"Meat, poultry, fish, eggs, and soy*",Meals and entrees (mixed dishes),Snacks,Additions to foods**,Fast foods,Sweets and desserts,Recipe Ingredients,,
,,13140680,000000,"Light ice cream sundae, soft serve, caramel or butterscotch topping, no whipped cream",X,,,,,,X,,,,,X,X,,,
,,13140700,000000,"Light ice cream bar, creamsicle or dreamsicle",X,,,,,,X,,,,,,X,,,
,,13140900,000000,"Light ice cream bar, fudgesicle",X,,,,,,X,,,,,,X,,,
,,13142000,000000,"Milk dessert bar or stick, frozen, with coconut",X,,,,,,X,,,,,,X,,,
,,13150000,000000,"Sherbet, all flavors",X,,,,,,X,,,,,,X,X,,
,,13160150,000000,"Ice cream, fat free (nonfat), no sugar added, chocolate",X,,,,,,X,,,,,,X,X,,
,,13160160,000000,"Ice cream, fat free (nonfat), no sugar added, vanilla or other flavors",X,,,,,,X,,,,,,X,X,,
,,13160400,000000,"Ice cream, fat free (nonfat), vanilla or other flavors",X,,,,,,X,,,,,,X,X,,
,,13160410,000000,"Ice cream, fat free (nonfat), chocolate",X,,,,,,X,,,,,,X,X,,
,,13161000,000000,"Milk dessert bar, frozen, made from low fat milk",X,,,,,,X,,,,,,X,,,
,,13161500,000000,"Milk dessert sandwich bar, frozen, made from low fat milk",X,,,,,,X,,,,,,X,,,
,,13161520,000000,"Milk dessert sandwich bar, frozen, with low-calorie sweetener, made from low fat milk",X,,,,,,X,,,,,,X,,,
,,13161600,000000,"Milk dessert bar, frozen, made from low fat milk and low calorie sweetener",X,,,,,,X,,,,,,X,,,
,,13161630,000000,"Light ice cream, bar or stick, with low-calorie sweetener, chocolate-coated ",X,,,,,,X,,,,,,X,,,
,,13170000,000000,Baked Alaska,X,,,,,,X,,,,,,X,,,
,,13210110,000000,"Bread pudding, with raisins",X,,,,,,X,,,,,,X,,,
,,13210110,202025,"Bread pudding, with low fat (1%) milk",X,,,,,,X,,,,,,X,,,
,,13210110,202027,"Bread pudding, with reduced fat (2%) milk",X,,,,,,X,,,,,,X,,,
,,13210110,206233,"Bread pudding, with whole  milk",X,,,,,,X,,,,,,X,,,
,,13210110,206478,"Bread pudding, with fat free (skim) milk",X,,,,,,X,,,,,,X,,,
,,13210150,000000,"Bread pudding, Puerto Rican, with evaporated milk and rum ",X,,,,,,X,,,,,,X,,,
,,13210160,000000,"Diplomat pudding, Puerto Rican ",X,,,,,,X,,,,,,X,,,
,,13210180,000000,"Bread pudding, Mexican ",X,,,,,,X,,,,,,X,,,
,,13210180,205744,"Bread pudding, Mexican, with milk ",X,,,,,,X,,,,,,X,,,
,,13210190,000000,"Bread pudding, Mexican, lower fat",X,,,,,,X,,,,,,X,,,
,,13210300,201627,"Custard, with whole milk",X,,,,,,X,,,,,,X,,,
,,13210300,201916,"Custard, with reduced fat (2%) milk",X,,,,,,X,,,,,,X,,,
,,13210300,202337,"Custard, with heavy cream",X,,,,,,X,,,,,,X,,,
,,13210300,202532,"Custard, with fat free (skim) milk",X,,,,,,X,,,,,,X,,,
,,13210300,206348,"Custard, with low fat (1%) milk",X,,,,,,X,,,,,,X,,,
,,13210300,207007,"Custard, with soymilk",X,,,,,,X,,,,,,X,,,
,,13210350,000000,"Flan, made with evaporated milk",X,,,,,,X,,,,,,X,,,
,,13210350,202228,"Flan, made with reduced fat (2%) milk",X,,,,,,X,,,,,,X,,,
,,13210350,202769,"Flan, made with whole milk",X,,,,,,X,,,,,,X,,,
,,13210350,206307,"Flan, made with heavy cream",X,,,,,,X,,,,,,X,,,
,,13210350,207601,"Flan, made with skim milk",X,,,,,,X,,,,,,X,,,
,,13210410,101318,"Rice pudding, with rice beverage",X,,,,,,X,,,,,,X,,,
,,13210410,200118,"Rice pudding, with reduced fat (2%) milk",X,,,,,,X,,,,,,X,,,
,,13210410,201036,"Rice pudding, with whole milk",X,,,,,,X,,,,,,X,,,
,,13210410,202246,"Rice pudding, with low fat (1%) milk",X,,,,,,X,,,,,,X,,,
,,13210410,202515,"Rice pudding, with half and half",X,,,,,,X,,,,,,X,,,
,,13210410,202676,"Rice pudding, with fat free (skim) milk",X,,,,,,X,,,,,,X,,,
,,13210410,206391,"Rice pudding, with soy milk (soy beverage)",X,,,,,,X,,,,,,X,,,
,,13210500,201871,"Tapioca pudding, home recipe, with reduced fat (2%) milk",X,,,,,,X,,,,,,X,,,
,,13210500,202999,"Tapioca pudding, home recipe, with whole milk",X,,,,,,X,,,,,,X,,,
,,13210500,203651,"Tapioca pudding, home recipe, with fat free (skim)  milk ",X,,,,,,X,,,,,,X,,,
,,13210500,207373,"Tapioca pudding, home recipe, with low fat (1%) milk",X,,,,,,X,,,,,,X,,,
,,13210520,100720,"Tapioca pudding, dry mix, with whole milk ",X,,,,,,X,,,,,,X,,,
,,13210520,200727,"Tapioca pudding, dry mix, with fat free (skim)  milk",X,,,,,,X,,,,,,X,,,
,,13210520,201398,"Tapioca pudding, dry mix, with reduced fat (2%) milk",X,,,,,,X,,,,,,X,,,
,,13210520,201921,"Tapioca pudding, dry mix, with low fat (1%) milk ",X,,,,,,X,,,,,,X,,,
,,13210520,204518,"Tapioca pudding, dry mix, with light cream",X,,,,,,X,,,,,,X,,,
,,13210520,205449,"Tapioca pudding, dry mix, with half and half",X,,,,,,X,,,,,,X,,,
,,13210520,206259,"Tapioca pudding, dry mix, with soy milk (soy beverage)",X,,,,,,X,,,,,,X,,,
,,13210530,000000,"Tapioca pudding, chocolate, with milk",X,,,,,,X,,,,,,X,,,
,,13210610,100379,"Pudding, coconut, with reduced fat (2%) milk",X,,,,,,X,,,,,,X,,,
,,13210610,200583,"Pudding, coconut, with whole milk",X,,,,,,X,,,,,,X,,,
,,13210710,000000,"Pudding, Indian (with milk, molasses and cornmeal)",X,,,,,,X,,,,,,X,,,
,,13210750,000000,Pumpkin pudding,X,,,,,,X,,,,,,X,,,
,,13210810,000000,"Pumpkin pudding, Puerto Rican style",X,,,,,,X,,,,,,X,,,
,,13210820,000000,"Custard, fresh corn, Puerto Rican style ",X,,,,,,,,,,,,X,,,
,,13220110,100034,"Vanilla pudding, dry mix, with reduced fat (2%) milk",X,,,,,,X,,,,,,X,,,
,,13220110,200385,"Vanilla pudding, dry mix, whole milk",X,,,,,,X,,,,,,X,,,
,,13220110,200665,"vanilla pudding, dry mix, with fat free milk",X,,,,,,X,,,,,,X,,,
,,13220110,202106,"Vanilla pudding, dry mix, with low fat (1%) milk",X,,,,,,X,,,,,,X,,,
,,13220120,200243,"Pudding, chocolate, dry mix, with fat free (skim) milk",X,,,,,,X,,,,,,X,,,
,,13220120,200504,"Pudding, chocolate, dry mix, with reduced fat (2%) milk",X,,,,,,X,,,,,,X,,,
,,13220120,201111,"Pudding, chocolate, dry mix, with whole milk",X,,,,,,X,,,,,,X,,,
,,13220120,201777,"Chocolate pudding, dry mix, with low fat (1%) milk",X,,,,,,X,,,,,,X,,,
,,13220120,203537,"Pudding, chocolate, dry mix, with half and half",X,,,,,,X,,,,,,X,,,
,,13220120,205865,"Pudding, chocolate, dry mix, with soymilk",X,,,,,,X,,,,,,X,,,
,,13220210,100147,"Vanilla pudding, sugar free dry mix, with reduced fat (2%) milk",X,,,,,,X,,,,,,X,,,
,,13220210,200395,"Vanilla pudding, sugar free dry mix, with fat free (skim) milk",X,,,,,,X,,,,,,X,X,,
,,13220210,205586,"Vanilla pudding, sugar free dry mix, with low fat (1%) milk",X,,,,,,X,,,,,,X,,,
,,13220210,206251,"Vanilla pudding, sugar free dry mix, whole milk",X,,,,,,X,,,,,,X,,,
,,13220220,200605,"Pudding, chocolate, sugar free dry mix, with reduced fat (2%) milk",X,,,,,,X,,,,,,X,,,
,,13220220,201118,"Pudding, chocolate, sugar free dry mix, with fat free (skim) milk",X,,,,,,X,,,,,,X,,,
,,13220220,206196,"Pudding, chocolate, sugar free dry mix, with low fat (1%) milk",X,,,,,,X,,,,,,X,,,
,,13220220,206763,"Pudding, chocolate, sugar free dry mix, with whole milk",X,,,,,,X,,,,,,X,,,
,,13220230,000000,"Pudding, chocolate, ready-to-eat (snack pack or cup), reduced fat",X,,,,,,X,,,,,,X,,,
,,13220235,000000,"Pudding, chocolate, ready-to-eat (snack pack or cup), fat free",X,,,,,,X,,,,,,X,,,
,,13220240,000000,"Vanilla pudding, ready-to-eat (snack pack or cup), reduced fat",X,,,,,,X,,,,,,X,,,
,,13220245,000000,"Vanilla pudding, ready-to-eat (snack pack or cup), fat free",X,,,,,,X,,,,,,X,,,
,,13230110,000000,"Vanilla pudding, ready-to-eat (snack pack or cup)",X,,,,,,X,,,,,,X,X,,
,,13230120,000000,"Vanilla pudding, ready-to-eat (snack pack or cup), low calorie",X,,,,,,X,,,,,,X,X,,
,,13230130,000000,"Pudding, chocolate, ready-to-eat (snack pack or cup)",X,,,,,,X,,,,,,X,X,,
,,13230140,000000,"Pudding, chocolate, ready-to-eat (snack pack or cup), low calorie",X,,,,,,X,,,,,,X,X,,
,,13230200,000000,"Pudding, chocolate swirl, ready-to-eat (snack pack or cup)",X,,,,,,X,,,,,,X,X,,
,,13230500,000000,"Tapioca pudding, ready-to-eat (snack pack or cup)",X,,,,,,X,,,,,,X,X,,
,,13230510,000000,"Tapioca pudding, ready-to-eat (snack pack or cup), fat free",X,,,,,,X,,,,,,X,X,,
,,13241000,000000,"Pudding, banana, with vanilla wafers",X,,,,,,X,,,,,,X,,,
,,13241000,206113,"Banana pudding, with vanilla wafers, made with whole milk",X,,,,,,X,,,,,,X,,,
,,13250000,000000,"Mousse, chocolate, with reduced fat (2%) milk",X,,,,,,X,,,,,,X,X,,
,,13250000,207333,"Mousse, chocolate, with whole milk",X,,,,,,X,,,,,,X,,,
,,13250000,207827,"Mousse, chocolate, with low fat (1%) milk",X,,,,,,X,,,,,,X,,,
,,13250100,000000,"Mousse, fruit-flavored",X,,,,,,X,,,,,,X,X,,
,,13251000,000000,Chantilly Cream,X,,,,,,X,,,,,,X,X,,
,,13252100,000000,"Custard, coconut, Puerto Rican style",X,,,,,,X,,,,,,X,X,,
,,13252200,000000,"Milk dessert or candy, Puerto Rican style ",X,,,,,,X,,,,,,X,X,,
,,13252500,000000,"Barfi or Burfi, Indian dessert",X,,,,,,X,,,,,,X,,,
,,13252600,000000,Tiramisu,X,,,,,,,,,,,,X,,,
,,13299996,000000,"Pudding, vanilla, instant, low-calorie dry mix",X,,,,,,,,,,,,X,X,,
,,13299997,000000,"instant vanilla pudding mix, dry mix",X,,,,,,,,,,,,X,X,,
,,13299998,000000,low calorie chocolate pudding,X,,,,,,,,,,,,X,X,,
,,13299999,000000,"instant chocolate pudding mix, dry mix",X,,,,,,,,,,,,X,X,,
,,13411000,000000,"White sauce, made with margarine",X,,,,,,X,,,,X,,,,,
,,13411000,205622,"White sauce, made with butter",X,,,,,,X,,,,X,,,,,
,,13412000,000000,"Quick gravy, with meat drippings",X,,,,,,X,,,,X,,,,,
,,13412000,206701,"Quick gravy, without fat",X,,,,,,X,,,,X,,,,,
,,13412000,207008,"Quick gravy, with vegetable oil",X,,,,,,X,,,,X,,,,,
,,13412000,207010,"Quick gravy, with margarine",X,,,,,,X,,,,X,,,,,
,,14101010,000000,crumbled blue cheese,X,,,,,,X,,,,,,,X,,
,,14102010,000000,Oka cheese,X,,,,,,X,,,,,,,X,,
,,14102110,000000,"Cheese, Brick, with salami",X,,,,,,X,,,,,,,X,,
,,14103010,000000,"Cheese, Camembert",X,,,,,,X,,,,,,,X,,
,,14103020,000000,"Cheese, Brie",X,,,,,,X,,,,,,,X,,
,,14104010,000000,cheddar cheese,X,,,,,,X,,,,,,,X,,
,,14104015,000000,reduced fat cheddar cheese,X,,,,,,X,,,,,,,X,,
,,14104020,000000,"Cheese, Cheddar, dry, grated",X,,,,,,X,,,,,,,X,,
,,14104115,000000,"Cheddar cheese, fat free",X,,,,,,X,,,,,,,X,,
,,14104200,000000,Colby cheese,X,,,,,,X,,,,,,,X,,
,,14104250,000000,Colby Jack cheese,X,,,,,,X,,,,,,,X,,
,,14104400,000000,feta cheese,X,,,,,,X,,,,,,,X,,
,,14104600,000000,Fontina cheese,X,,,,,,X,,,,,,,X,,
,,14104700,000000,goat cheese,X,,,,,,X,,,,,,,X,,
,,14105010,000000,Gouda  cheese,X,,,,,,X,,,,,,,X,,
,,14105200,000000,Gruyere cheese,X,,,,,,X,,,,,,,X,,
,,14106010,000000,Limburger cheese,X,,,,,,X,,,,,,,X,,
,,14106200,000000,Monterey jack cheese,X,,,,,,X,,,,,,,X,,
,,14106500,000000,low fat Monterey cheese,X,,,,,,X,,,,,,,X,,
,,14106600,000000,Pepper jack cheese,X,,,,,,X,,,,,,,X,,
,,14107020,000000,"Mozzarella cheese, whole milk",X,,,,,,X,,,,,,,X,,
,,14107030,000000,part skim mozzarella cheese,X,,,,,,X,,,,,,,X,,
,,14107040,000000,low sodium mozzarella cheese,X,,,,,,X,,,,,,,X,,
,,14107060,000000,nonfat mozzarella cheese,X,,,,,,X,,,,,,,X,,
,,14107200,000000,Muenster cheese,X,,,,,,X,,,,,,,X,,
,,14107250,000000,low fat Muenster cheese,X,,,,,,X,,,,,,,X,,
,,14108010,000000,"Cheese, Parmesan, dry grated",X,,,,,,X,,,,,,,X,,
,,14108015,000000,reduced fat Parmesan cheese,X,,,,,,X,,,,,,,X,,
,,14108020,000000,Parmesan cheese,X,,,,,,X,,,,,,,X,,
,,14108050,000000,"Cheese, Parmesan, low sodium",X,,,,,,X,,,,,,,X,,
,,14108060,000000,"Parmesan cheese topping, fat free",X,,,,,,X,,,,,,,X,,
,,14108200,000000,Port du Salut cheese,X,,,,,,X,,,,,,,X,,
,,14108400,000000,Provolone cheese,X,,,,,,X,,,,,,,X,,
,,14108420,000000,"Provolone cheese, reduced fat",X,,,,,,X,,,,,,,X,,
,,14109010,000000,Swiss cheese,X,,,,,,X,,,,,,,X,,
,,14109020,000000,"Swiss cheese, low sodium",X,,,,,,X,,,,,,,X,,
,,14109030,000000,"Swiss cheese, low fat",X,,,,,,X,,,,,,,X,,
,,14110010,000000,low sodium cheddar cheese,X,,,,,,X,,,,,,,X,,
,,14110030,000000,"Cheese, Cheddar or Colby, low fat",X,,,,,,X,,,,,,,X,,
,,14120010,000000,Mexican cheese blend,X,,,,,,X,,,,,,,X,,
,,14120020,000000,reduced fat Mexican blend cheese,X,,,,,,X,,,,,,,X,,
,,14131000,000000,Queso Anejo (aged Mexican cheese),X,,,,,,X,,,,,,,X,,
,,14131500,000000,Queso Asadero,X,,,,,,X,,,,,,,X,,
,,14132000,000000,Queso Chihuahua,X,,,,,,X,,,,,,,X,,
,,14133000,000000,Queso Fresco,X,,,,,,X,,,,,,,X,,
,,14134000,000000,"Cheese, cotija",X,,,,,,X,,,,,,,X,,
,,14201010,000000,"Cottage cheese, creamed, large or small curd",X,,,,,,X,,,,,,,X,,
,,14201200,000000,"Cheese, cottage, farmer's",X,,,,,,X,,,,,,,X,,
,,14201501,000000,"Cheese, Ricotta, whole milk",X,,,,,,X,,,,,,,X,,
,,14201502,000000,part skim ricotta cheese,X,,,,,,X,,,,,,,X,,
,,14202010,000000,Cottage cheese with fruit,X,,,,,,X,,,,,,,,,
,,14202020,000000,Cottage cheese with vegetables,X,,,,,,X,,,,,,,,,
,,14203010,000000,fat free cottage cheese,X,,,,,,X,,,,,,,X,,
,,14203020,000000,"Cottage cheese, salted, dry curd",X,,,,,,X,,,,,,,X,,
,,14203510,000000,"White cheese, Puerto Rican ",X,,,,,,X,,,,,,,X,,
,,14204010,000000,"Cottage cheese, low fat (1-2% fat)",X,,,,,,X,,,,,,,X,,
,,14204020,000000,"Cottage cheese with fruit, low fat",X,,,,,,X,,,,,,,,,
,,14204030,000000,"Cottage cheese with vegetables, low fat",X,,,,,,X,,,,,,,,,
,,14206010,000000,"Cottage cheese, low fat, low sodium",X,,,,,,X,,,,,,,X,,
,,14207010,000000,"Cottage cheese, low fat, lactose reduced",X,,,,,,X,,,,,,,X,,
,,14301010,000000,cream cheese,X,,,,,,X,,,,X,,,X,,
,,14303010,000000,Light cream cheese,X,,,,,,X,,,,X,,,X,,
,,14410100,000000,American and Swiss blend processed cheese,X,,,,,,X,,,,,,,X,,
,,14410120,000000,"American cheese, reduced fat",X,,,,,,X,,,,,,,X,,
,,14410200,000000,American cheese,X,,,,,,X,,,,,,,X,,
,,14410210,000000,"Processed cheese, American, low sodium",X,,,,,,X,,,,,,,X,,
,,14410300,000000,"American cheese, pasteurized processed, low fat",X,,,,,,X,,,,,,,X,,
,,14410330,000000,Velveeta Light,X,,,,,,X,,,,,,,X,,
,,14410350,000000,"Processed American cheese,  fat free",X,,,,,,X,,,,,,,X,,
,,14410380,000000,fat free cream cheese,X,,,,,,X,,,,X,,,X,,
,,14410400,000000,Processed Swiss cheese,X,,,,,,X,,,,,,,X,,
,,14410420,000000,"Processed Swiss cheese, low fat",X,,,,,,X,,,,,,,X,,
,,14410500,000000,Processed cheese food,X,,,,,,X,,,,,,,X,,
,,14410600,000000,"Processed cheese, with vegetables",X,,,,,,X,,,,,,,,,
,,14410620,000000,"Processed cheese, with wine",X,,,,,,X,,,,,,,,,
,,14420100,000000,Velveeta,X,,,,,,X,,,,X,,,X,,
,,14420160,000000,Swiss cheese spread,X,,,,,,X,,,,X,,,X,,
,,14420200,000000,Rondele Cheese Spread,X,,,,,,X,,,,X,,,X,,
,,14420210,000000,"Cheese spread, cream cheese, light",X,,,,,,X,,,,X,,,X,,
,,14420300,000000,Kraft Easy Cheese,X,,,,,,X,,,,X,,,X,,
,,14502010,000000,"Imitation cheese, American or cheddar ",X,,,,,,X,,,,,,,X,,
,,14502040,000000,"Imitation cheese, American or cheddar, low cholesterol",X,,,,,,X,,,,,,,X,,
,,14504010,000000,Mozzarella imitation cheese,X,,,,,,X,,,,,,,X,,
,,14610200,000000,Cottage cheese with gelatin (Jello),X,,,,,,X,,,,,,,,,
,,14610210,000000,Cottage cheese with gelatin (Jello) and fruit,X,,,,,,X,,,,,,,,,
,,14610250,000000,Cottage cheese with gelatin (Jello) and vegetables,X,,,,,,X,,,,,,,,,
,,14610520,000000,Cheese with nuts,X,,,,,,X,,,X,X,,,,,
,,14620100,000000,"Dip, cream cheese base",X,,,,,,X,,,X,X,,,,,
,,14620100,100755,"Dip, low fat cream cheese base",X,,,,,,X,,,X,X,,,,,
,,14620100,206957,"Dip, cream cheese base with low-calorie mayonnaise",X,,,,,,X,,,X,X,,,,,
,,14620120,000000,"Shrimp dip, cream cheese base",X,,,,,,X,,,X,X,,,,,
,,14620150,000000,"Dip, cheese with chili pepper",X,,,,,,X,,,X,X,,,,,
,,14620300,000000,Topping from cheese pizza,X,,,,,,X,,,,,,,,,
,,14620310,000000,"Vegetable pizza, topping only",X,,,,,,X,,,,,,,,,
,,14620320,000000,Topping from meat pizza,X,,,,,,X,,,,,,,,,
,,14620330,000000,Topping from meat and vegetable pizza,X,,,,,,X,,,,,,,,,
,,14630100,000000,Cheese fondue,X,,,,,,X,,X,,,,,,,
,,14630200,000000,Cheese souffle,X,,,,,,X,,X,,,,,,,
,,14630300,000000,Welsh rarebit,X,,,,,,X,,X,,,,,,,
,,14640000,000000,"Cheese sandwich, American cheese",X,,,,,,X,,X,,,,,,,
,,14640100,000000,Grilled cheese sandwich,X,,,,,,X,,X,,,,,,,
,,14640200,000000,"Cheese sandwich, swiss and american cheese and lettuce",X,,,,,,X,,X,,,,,,,
,,14640300,000000,"Cheese sandwich, cheese spread",X,,,,,,X,,X,,,,,,,
,,14650100,000000,Cheese sauce,X,,,,,,X,,,,X,,,X,,
,,14650150,000000,"Cheese sauce, with low fat cheese",X,,,,,,X,,,,X,,,X,,
,,14650160,000000,Alfredo sauce,X,,,,,,X,,,,X,,,X,,
,,14660200,000000,"Mozzarella sticks, fried",X,,,,,,X,,,X,,,,,,
,,14670000,000000,"Caprese salad (Mozzarella, tomato, and basil with oil and vinegar)",X,,,,,,X,,X,,,,,X,,
,,14710100,000000,cheddar cheese soup,X,,,,,,X,,X,,,,,,,
,,14710110,000000,"Soup, cheddar cheese, canned, undiluted",X,,,,,,X,,X,,,,,,,
,,14710200,000000,"Soup, beer, made with milk",X,,,,,,X,,X,,,,,,,
,,21101120,000000,"London broil, lean and fat eaten",X,,,,,,,X,,,,,,X,,
,,21101126,000000,"Beef, raw, tenderloin, boneless",X,,,,,,,,,,,,,X,,
,,21101127,000000,"Steak, beef, raw, top sirloin, boneless, fat not trimmed",X,,,,,,,,,,,,,X,,
,,21101128,000000,"Steak, beef, raw, top round, boneless, fat not trimmed",X,,,,,,,,,,,,,X,,
,,21101129,000000,"Steak, beef, raw, filet, boneless",X,,,,,,,,,,,,,X,,
,,21101130,000000,"Steak, beef, grilled or broiled, lean only eaten",X,,,,,,,X,,,,,,X,,
,,21101138,000000,beef round steak,X,,,,,,,,,,,,,X,,
,,21101139,000000,beef round steak,X,,,,,,,,,,,,,X,,
,,21102120,000000,"Steak, beef, fried, lean and fat eaten",X,,,,,,,X,,,,,,,,
,,21102130,000000,"Steak, beef, fried, lean only eaten",X,,,,,,,X,,,,,,,,
,,21103120,000000,"Steak, beef, fried or baked, breaded, lean and fat eaten",X,,,,,,,X,,,,,,,,
,,21103130,000000,"Steak, beef, fried or baked, breaded, lean only eaten",X,,,,,,,X,,,,,,,,
,,21104120,000000,"Steak, beef, fried, battered lean and fat eaten (country fried, chicken fried)",X,,,,,,,X,,,,,,,,
,,21104130,000000,"Steak, beef, fried, battered, lean only eaten (country fried, chicken fried)",X,,,,,,,X,,,,,,,,
,,21105120,000000,"Steak, beef, braised, lean and fat eaten",X,,,,,,,X,,,,,,X,,
,,21105130,000000,"Steak, beef, braised, lean only eaten",X,,,,,,,X,,,,,,X,,
,,21301000,000000,"Beef, oxtails, cooked",X,,,,,,,X,,,,,,,,
,,21302000,000000,"Beef, neck bones, cooked",X,,,,,,,X,,,,,,,,
,,21304110,000000,"Beef, shortribs, cooked, lean and fat eaten",X,,,,,,,X,,,,,,,,
,,21304119,000000,"Beef, raw, shortribs, bone in, fat not trimmed",X,,,,,,,,,,,,,X,,
,,21304120,000000,"Beef, shortribs, cooked, lean only eaten",X,,,,,,,X,,,,,,,,
,,21304129,000000,"lean short ribs, bone in, fat trimmed",X,,,,,,,,,,,,,X,,
,,21304210,000000,"Beef, shortribs, barbecued, with sauce, lean and fat eaten",X,,,,,,,X,,,,,,,,
,,21304220,000000,"Beef, shortribs, barbecued, with sauce, lean only eaten",X,,,,,,,X,,,,,,,,
,,21305000,000000,"Beef, cow head, cooked",X,,,,,,,X,,,,,,,,
,,21401110,000000,"Beef, roast, lean and fat eaten (prime rib, rib roast)",X,,,,,,,X,,,,,,,,
,,21401119,000000,"Beef, raw, rib roast, fat not trimmed",X,,,,,,,,,,,,,X,,
,,21401120,000000,"Beef, roast, lean only eaten (prime rib, rib roast)",X,,,,,,,X,,,,,,,,
,,21401126,000000,"Beef, raw, roast, bottom round, boneless, fat not trimmed",X,,,,,,,,,,,,,X,,
,,21401127,000000,"Beef, raw, roast, tip round, boneless, fat not trimmed",X,,,,,,,,,,,,,X,,
,,21401128,000000,"Beef, raw, roast, tip round, boneless, fat trimmed",X,,,,,,,,,,,,,X,,
,,21401129,000000,"Beef, raw, roast, eye of round, fat trimmed",X,,,,,,,,,,,,,X,,
,,21407110,000000,"Beef, pot roast, braised or boiled, lean and fat eaten",X,,,,,,,X,,,,,,X,,
,,21407118,000000,"Beef, raw, pot roast, chuck arm, boneless, fat not trimmed",X,,,,,,,,,,,,,X,,
,,21407119,000000,"Beef, raw, roast, chuck, boneless, fat not trimmed",X,,,,,,,,,,,,,X,,
,,21407120,000000,"Beef, pot roast, braised or boiled, lean only eaten",X,,,,,,,X,,,,,,X,,
,,21407129,000000,"beef chuck roast, raw, boneless, fat trimmed",X,,,,,,,,,,,,,X,,
,,21410110,000000,"Beef, stew meat, cooked, lean and fat eaten",X,,,,,,,X,,,,,,,,
,,21410120,000000,"Beef, stew meat, cooked, lean only eaten",X,,,,,,,X,,,,,,,,
,,21416110,000000,"Corned beef, cooked, lean and fat eaten",X,,,,,,,X,,,,,,X,,
,,21416119,000000,"Corned beef, raw, brisket, boneless, fat not trimmed",X,,,,,,,,,,,,,X,,
,,21416120,000000,"Corned beef, cooked, lean only eaten",X,,,,,,,X,,,,,,X,,
,,21416150,000000,"Corned beef, canned, ready-to-eat",X,,,,,,,X,,,,,,,,
,,21417110,000000,"Beef, brisket, cooked, lean and fat eaten",X,,,,,,,X,,,,,,X,,
,,21417119,000000,"Beef, raw, brisket, boneless, fat not trimmed",X,,,,,,,,,,,,,X,,
,,21417120,000000,"Beef, brisket, cooked, lean only eaten",X,,,,,,,X,,,,,,X,,
,,21417129,000000,"Beef, raw, brisket, boneless, fat trimmed",X,,,,,,,,,,,,,X,,
,,21420100,000000,"Beef, sandwich steak (Steak-umms)",X,,,,,,,X,,,,,,,,
,,21500200,000000,"Hamburger, patty, breaded, cooked, no bun",X,,,,,,,X,,,,,,,,
,,21500300,000000,"Hamburger, patty, fast food, cooked, no bun",X,,,,,,,X,,,,,,,,
,,21501000,000000,"Hamburger, patty, less than 80% lean, cooked, no bun",X,,,,,,,X,,,,,,X,,
,,21501200,000000,"Ground beef, 80% - 84% lean, cooked (ground chuck)",X,,,,,,,X,,,,,,X,,
,,21501300,000000,"Hamburger, patty, 85% - 89% lean, cooked, no bun",X,,,,,,,X,,,,,,X,,
,,21501309,000000,"ground beef, 85% lean",X,,,,,,,,,,,,,X,,
,,21501350,000000,"Hamburger, patty, 90% - 94% lean, cooked, no bun",X,,,,,,,X,,,,,,X,,
,,21501359,000000,"ground beef, 90% lean",X,,,,,,,,,,,,,X,,
,,21501360,000000,"Hamburger, patty, 95% or more lean, cooked, no bun",X,,,,,,,X,,,,,,X,,
,,21501369,000000,"ground beef, 93% lean",X,,,,,,,,,,,,,X,,
,,21540100,000000,"Hamburger, patty, with textured vegetable protein (TVP), cooked, no bun",X,,,,,,,X,,,,,,X,,
,,21601000,000000,"Bacon, beef, cooked",X,,,,,,,X,,,,,,X,,
,,21601999,000000,"Bacon, raw, beef",X,,,,,,,,,,,,,X,,
,,21602000,000000,"Beef, dried, chipped, uncooked",X,,,,,,,X,,,,,,,,
,,21602010,000000,"Beef, dried, chipped, cooked in fat",X,,,,,,,X,,,,,,,,
,,21602100,000000,"Beef jerky (Slim Jim, Big Jerk)",X,,,,,,,X,,X,,,,,,
,,21603000,000000,"Beef, pastrami, smoked, spiced",X,,,,,,,X,,,,,,X,,
,,22002000,000000,"Pork, ground or patty, cooked",X,,,,,,,X,,,,,,X,,
,,22002100,000000,"Pork, ground or patty, breaded, cooked",X,,,,,,,X,,,,,,,,
,,22101110,000000,"Pork, chop, broiled, baked, or grilled, lean and fat eaten",X,,,,,,,X,,,,,,X,,
,,22101120,000000,"pork chops, baked, lean only eaten",X,,,,,,,X,,,,,,X,,
,,22101140,000000,"Pork, chop, broiled or baked, breaded or floured, lean and fat eaten",X,,,,,,,X,,,,,,,,
,,22101150,000000,"Pork, chop, broiled or baked, breaded or floured, lean only eaten",X,,,,,,,X,,,,,,,,
,,22101210,000000,"Pork, chop, fried, lean and fat eaten",X,,,,,,,X,,,,,,,,
,,22101220,000000,"Pork, chop, fried, lean only eaten",X,,,,,,,X,,,,,,,,
,,22101310,000000,"Pork, chop, fried, breaded or floured, lean and fat eaten",X,,,,,,,X,,,,,,,,
,,22101320,000000,"Pork, chop, fried, breaded or floured, lean only eaten",X,,,,,,,X,,,,,,,,
,,22101410,000000,"Pork, chop, fried, battered, lean and fat eaten",X,,,,,,,X,,,,,,,,
