Action,Food_Item_ID,foodcode,modcode,foodname,All Foods,Beverages,"Breads, cereals, bakery items",Pasta and rice*,Fruits*,Vegetables*,Dairy*,"Meat, poultry, fish, eggs, and soy*",Meals and entrees (mixed dishes),Snacks,Additions to foods**,Fast foods,Sweets and desserts,Recipe Ingredients,,
,,79999999,000000,bay leaves,X,,,,,,,,,,,,,X,,
,,81101000,000000,salted stick butter,X,,,,,,,,,,X,,,X,,
,,81101010,000000,"Butter, tub, whipped, salted",X,,,,,,,,,,X,,,X,,
,,81101020,000000,"Butter, stick, whipped, salted",X,,,,,,,,,,X,,,X,,
,,81101100,000000,"Butter, stick, unsalted",X,,,,,,,,,,X,,,X,,
,,81101110,000000,"Butter, tub, whipped, unsalted",X,,,,,,,,,,X,,,X,,
,,81101120,000000,"Butter, stick, whipped, unsalted",X,,,,,,,,,,X,,,X,,
,,81101500,000000,"light butter stick, salted",X,,,,,,,,,,X,,,X,,
,,81101510,000000,"Light butter, stick, unsalted",X,,,,,,,,,,X,,,X,,
,,81101520,000000,"Light butter, tub, whipped, salted",X,,,,,,,,,,X,,,X,,
,,81102010,000000,"Margarine, stick, 100 calories per Tbsp",X,,,,,,,,,,X,,,X,,
,,81102020,000000,"Margarine, tub, 100 calories per Tbsp",X,,,,,,,,,,X,,,X,,
,,81103020,000000,"Margarine, tub, whipped, salted",X,,,,,,,,,,X,,,X,,
,,81103030,000000,"Margarine, stick, unsalted",X,,,,,,,,,,X,,,X,,
,,81103040,000000,"Margarine-like spread, stick, salted",X,,,,,,,,,,X,,,X,,
,,81103041,000000,"Margarine-like spread, stick, made with yogurt, salted",X,,,,,,,,,,X,,,X,,
,,81103060,000000,"Margarine, tub, unsalted",X,,,,,,,,,,X,,,X,,
,,81103070,000000,"Margarine, tub, whipped, unsalted",X,,,,,,,,,,X,,,X,,
,,81103080,000000,"Margarine-like spread, tub, salted",X,,,,,,,,,,X,,,X,,
,,81103090,000000,"Margarine-like spread, liquid, squeeze bottle or spray",X,,,,,,,,,,X,,,X,,
,,81103100,000000,"Margarine-like spread, stick, unsalted",X,,,,,,,,,,X,,,X,,
,,81103120,000000,"Margarine-like spread, tub, unsalted",X,,,,,,,,,,X,,,X,,
,,81103130,000000,"Margarine-like spread, tub, whipped, salted",X,,,,,,,,,,X,,,X,,
,,81103140,000000,"Margarine-like spread, tub, sweetened",X,,,,,,,,,,X,,,X,,
,,81104010,000000,"Margarine-like spread, tub, light, 50 calories per Tbsp, salted",X,,,,,,,,,,X,,,X,,
,,81104011,000000,"Margarine-like spread, tub, light, made with yogurt, salted",X,,,,,,,,,,X,,,X,,
,,81104020,000000,"Margarine-like spread, stick, light salted",X,,,,,,,,,,X,,,X,,
,,81104050,000000,"Margarine-like spread, tub, light, 30 calories per Tbsp, salted",X,,,,,,,,,,X,,,X,,
,,81104070,000000,"Margarine-like spread, tub, light, 30 calories per Tbsp, unsalted",X,,,,,,,,,,X,,,X,,
,,81104100,000000,"Margarine-like spread, tub, fat-free, salted",X,,,,,,,,,,X,,,X,,
,,81104110,000000,"Margarine-like spread, liquid, squeeze bottle or spray, fat free",X,,,,,,,,,,X,,,X,,
,,81104500,000000,"Butter and oil spread, stick, salted",X,,,,,,,,,,X,,,X,,
,,81104510,000000,"Butter and oil spread, tub, salted",X,,,,,,,,,,X,,,X,,
,,81104550,000000,"Butter and oil spread, stick, light, salted",X,,,,,,,,,,X,,,X,,
,,81104560,000000,"Butter and oil spread, tub, light, salted",X,,,,,,,,,,X,,,X,,
,,81105010,000000,"Butter and margarine blend, stick, salted",X,,,,,,,,,,X,,,X,,
,,81105020,000000,"Butter and oil spread, tub, 100 calories per Tbsp",X,,,,,,,,,,X,,,X,,
,,81105500,000000,Butter and vegetable oil blend,X,,,,,,,,,,X,,,X,,
,,81106010,000000,"butter buds, fat free",X,,,,,,,,,,X,,,X,,
,,81201000,000000,Pork fat or drippings,X,,,,,,,,,,X,,,X,,
,,81202000,000000,Lard,X,,,,,,,,,,X,,,X,,
,,81203100,000000,vegetable shortening,X,,,,,,,,,,X,,,X,,
,,81203200,000000,"Shortening, animal",X,,,,,,,,,,X,,,X,,
,,81204000,000000,"Ghee, clarified butter",X,,,,,,,,,,X,,,X,,
,,81301000,000000,Garlic sauce,X,,,,,,,,,,X,,,X,,
,,81301020,000000,Lemon-butter sauce,X,,,,,,,,,,X,,,X,,
,,81302010,000000,Hollandaise sauce,X,,,,,,,,,,X,,,X,,
,,81302020,000000,Bernaise sauce,X,,,,,,,,,,X,,,X,,
,,81302050,000000,Tartar sauce,X,,,,,,,,,,X,,,X,,
,,81302060,000000,Horseradish sauce,X,,,,,,,,,,X,X,,X,,
,,81302070,000000,Pesto sauce,X,,,,,,,,,,X,,,X,,
,,81312000,000000,"Tartar sauce, reduced fat",X,,,,,,,,,,X,,,X,,
,,81322000,000000,Honey butter,X,,,,,,,,,,X,,,X,,
,,81330210,000000,Adobo criollo,X,,,,,,,,,,X,,,X,,
,,82101000,000000,vegetable oil,X,,,,,,,,,,,,,X,,
,,82101300,000000,"Oil, almond",X,,,,,,,,,,X,,,X,,
,,82101500,000000,coconut oil,X,,,,,,,,,,X,,,X,,
,,82102000,000000,corn oil,X,,,,,,,,,,X,,,X,,
,,82102500,000000,Corn and canola oil blend,X,,,,,,,,,,X,,,X,,
,,82103000,000000,"Oil, cottonseed",X,,,,,,,,,,X,,,X,,
,,82103500,000000,"Oil, flax seed",X,,,,,,,,,,X,,,X,,
,,82104000,000000,olive oil,X,,,,,,,,,,X,,,X,,
,,82105000,000000,"Oil, peanut",X,,,,,,,,,,X,,,X,,
,,82105500,000000,canola oil,X,,,,,,,,,,X,,,X,,
,,82105750,000000,Canola and soybean oil blend,X,,,,,,,,,,X,,,X,,
,,82105800,000000,"Canola, soybean and sunflower oil blend",X,,,,,,,,,,X,,,X,,
,,82106000,000000,safflower oil,X,,,,,,,,,,X,,,X,,
,,82107000,000000,sesame oil,X,,,,,,,,,,X,,,X,,
,,82108000,000000,"Oil, soybean",X,,,,,,,,,,X,,,X,,
,,82108250,000000,Soybean and sunflower oil blend,X,,,,,,,,,,X,,,X,,
,,82108500,000000,"Oil, sunflower",X,,,,,,,,,,X,,,X,,
,,82108700,000000,"Oil, walnut",X,,,,,,,,,,X,,,X,,
,,82109000,000000,"Oil, wheat germ",X,,,,,,,,,,X,,,X,,
,,82199998,000000,cooking spray,X,,,,,,,,,,X,,,X,,
,,82199999,000000,grapeseed oil,X,,,,,,,,,,X,,,X,,
,,83101000,000000,"Salad dressing, Blue or roquefort cheese",X,,,,,,,,,,X,,,X,,
,,83101500,000000,"Salad dressing, Bacon (hot)",X,,,,,,,,,,X,,,X,,
,,83101600,000000,"Salad dressing, tomato bacon ",X,,,,,,,,,,X,,,,,
,,83102000,000000,"Salad dressing, Caesar ",X,,,,,,,,,,X,,,X,,
,,83103000,000000,"Salad dressing, Coleslaw",X,,,,,,,,,,X,,,X,,
,,83103500,000000,"Salad dressing, Feta Cheese ",X,,,,,,,,,,X,,,X,,
,,83104000,000000,French salad dressing,X,,,,,,,,,,X,,,X,,
,,83105000,000000,"Fruit salad dressing, made with fruit juice and cream",X,,,,,,,,,,X,,,X,,
,,83105100,000000,"Fruit salad dressing, made with honey, oil, and water",X,,,,,,,,,,X,,,X,,
,,83105500,000000,honey mustard salad dressing,X,,,,,,,,,,X,,,X,,
,,83106000,000000,"Salad dressing, Vinaigrette",X,,,,,,,,,,X,,,X,,
,,83107000,000000,"Mayonnaise, regular",X,,,,,,,,,,X,X,,X,,
,,83107100,000000,"Mayo, made with yogurt (Yogannaise)",X,,,,,,,,,,X,,,X,,
,,83107200,000000,"Mayonnaise, made with tofu (Nayonaise)",X,,,,,,,,,,X,,,X,,
,,83108000,000000,"Mayo, imitation",X,,,,,,,,,,X,,,X,,
,,83109000,000000,"Salad dressing, Russian",X,,,,,,,,,,X,,,X,,
,,83110000,000000,Mayo type salad dressing (Miracle Whip),X,,,,,,,,,,X,,,X,,
,,83112000,000000,"Salad dressing, Green Goddess",X,,,,,,,,,,X,,,X,,
,,83112500,000000,ranch salad dressing,X,,,,,,,,,,X,,,X,,
,,83112950,000000,poppy seed salad dressing,X,,,,,,,,,,X,,,X,,
,,83112960,000000,"Salad dressing, Peppercorn",X,,,,,,,,,,X,X,,X,,
,,83112980,000000,"Salad dressing, Celery seed",X,,,,,,,,,,X,,,X,,
,,83112990,000000,sesame salad dressing,X,,,,,,,,,,X,,,X,,
,,83113000,000000,"Salad dressing, Sweet and sour",X,,,,,,,,,,X,,,X,,
,,83114000,000000,"Salad dressing, Thousand Island",X,,,,,,,,,,X,,,X,,
,,83115000,000000,"Fruit salad dressing, made with yogurt",X,,,,,,,,,,X,,,X,,
,,83201000,000000,"Salad dressing, Blue cheese, low fat",X,,,,,,,,,,X,,,X,,
,,83201400,000000,"Coleslaw dressing, light",X,,,,,,,,,,X,,,X,,
,,83202020,000000,"Salad dressing, French, low fat",X,,,,,,,,,,X,,,X,,
,,83203000,000000,"Salad dressing, Caesar, low fat",X,,,,,,,,,,X,,,X,,
,,83203250,000000,"Mayo type salad dressing, fat-free (Miracle whip free)",X,,,,,,,,,,X,,,X,,
,,83204000,000000,light mayonnaise,X,,,,,,,,,,X,,,X,,
,,83204030,000000,"Mayo, reduced fat, with olive oil",X,,,,,,,,,,X,,,X,,
,,83204040,000000,"Mayo, reduced fat",X,,,,,,,,,,X,,,X,,
,,83204050,000000,"Mayo type salad dressing, low-calorie or diet (Miracle whip light)",X,,,,,,,,,,X,,,X,,
,,83204060,000000,"Mayonnaise, low fat",X,,,,,,,,,,X,,,X,,
,,83204500,000000,"light honey mustard, low fat",X,,,,,,,,,,X,,,X,,
,,83205450,000000,"Salad dressing, Italian, reduced calorie",X,,,,,,,,,,X,,,X,,
,,83206000,000000,"Salad dressing, Russian, low fat",X,,,,,,,,,,X,,,X,,
,,83206500,000000,"Salad dressing, Sesame, low fat",X,,,,,,,,,,X,,,X,,
,,83207000,000000,"Salad dressing, Thousand Island, low fat",X,,,,,,,,,,X,,,X,,
,,83210100,000000,"Creamy dressing (ranch), reduced calorie",X,,,,,,,,,,X,,,X,,
,,83300100,000000,"Salad dressing, Blue cheese, fat free",X,,,,,,,,,,X,X,,X,,
,,83300200,000000,"Salad dressing, Caesar, fat free",X,,,,,,,,,,X,X,,X,,
,,83300300,000000,"Salad dressing, Ranch, fat free",X,,,,,,,,,,X,X,,X,,
,,83300400,000000,"Salad dressing, French, fat free",X,,,,,,,,,,X,X,,X,,
,,83300500,000000,"Salad dressing, Honey mustard, fat free",X,,,,,,,,,,X,X,,X,,
,,83300600,000000,"Salad dressing, Italian, fat free",X,,,,,,,,,,X,X,,X,,
,,83300700,000000,"Mayonnaise, fat free",X,,,,,,,,,,X,X,,X,,
,,83300800,000000,"Salad dressing, Russian, fat free",X,,,,,,,,,,X,X,,X,,
,,83301000,000000,"Salad dressing, Thousand Island, fat free",X,,,,,,,,,,X,X,,X,,
,,91101010,000000,granulated sugar,X,,,,,,,,,,X,,X,X,,
,,91101020,000000,powdered (confectioners) sugar,X,,,,,,,,,,X,,X,X,,
,,91102010,000000,brown sugar,X,,,,,,,,,,X,,X,X,,
,,91103010,000000,"Sugar, maple",X,,,,,,,,,,X,,X,X,,
,,91104100,000000,"Sugar, cinnamon",X,,,,,,,,,,X,,X,X,,
,,91104200,000000,"Sugar, raw",X,,,,,,,,,,X,,X,X,,
,,91107000,000000,"Sugar substitute, sucralose-based sweetener (Splenda)",X,,,,,,,,,,X,,X,X,,
,,91108000,000000,"Sugar substitute, herbal extract sweetener, powder (Stevia)",X,,,,,,,,,,X,,X,X,,
,,91108010,000000,"Sugar substitute, herbal extract sweetener, liquid (Stevia liquid)",X,,,,,,,,,,X,,X,X,,
,,91109000,000000,Agave syrup,X,,,,,,,,,,X,,,X,,
,,91200020,000000,"Sugar substitute, saccharin-based, dry powder (Sugar Twin)",X,,,,,,,,,,X,,X,X,,
,,91200030,000000,"Sugar substitute, saccharin-based brown sugar, dry powder (Sugar Twin)",X,,,,,,,,,,X,,X,X,,
,,91200040,000000,"Sugar substitute, saccharin-based, dry powder (Sweet n' Low)",X,,,,,,,,,,X,,X,X,,
,,91200110,000000,"sugar substitute, liquid (Superose)",X,,,,,,,,,,X,,X,X,,
,,91201010,000000,"Sugar substitute, aspartame-based, dry powder (Equal)",X,,,,,,,,,,X,,X,X,,
,,91301020,000000,"Syrup, pancake (Karo pancake syrup, Aunt Jemimah, Hungry Jack)",X,,,,,,,,,,X,,X,X,,
,,91301030,000000,corn syrup,X,,,,,,,,,,X,,X,X,,
,,91301040,000000,"Syrup, pancake, buttered blends (Mrs. Butterworth, Log Cabin with butter)",X,,,,,,,,,,X,,X,X,,
,,91301050,000000,Fruit syrup (strawberry),X,,,,,,,,,,X,,X,X,,
,,91301060,000000,Maple syrup (100% maple),X,,,,,,,,,,X,,X,X,,
,,91301080,000000,chocolate syrup,X,,,,,,,,,,X,,X,X,,
,,91301081,000000,"Chocolate syrup, thin, light",X,,,,,,,,,,X,,X,X,,
,,91301082,000000,"Chocolate syrup, thin, sugar free",X,,,,,,,,,,X,,,X,,
,,91301090,000000,Sorghum syrup,X,,,,,,,,,,X,,,X,,
,,91301100,000000,"Sugar and water syrup, (simple syrup)",X,,,,,,,,,,X,,X,X,,
,,91301130,000000,"Fruit flavored syrup (Hershey's Strawberry Syrup, Nestle's Strawberry Syrup)",X,,,,,,,,,,X,,X,X,,
,,91301200,000000,Simple syrup (sugar and water syrup),X,,,,,,,,,,X,,,X,,
,,91301250,000000,maple flavored pancake syrup,X,,,,,,,,,,X,,X,X,,
,,91301510,000000,"Syrup, pancake, reduced calorie (Lite syrup)",X,,,,,,,,,,X,,X,X,,
,,91302010,000000,honey,X,,,,,,,,,,X,,X,X,,
,,91303000,000000,molasses,X,,,,,,,,,,X,,X,X,,
,,91303750,000000,Chocolate gravy,X,,,,,,,,,,X,,X,,,
,,91304010,000000,Caramel syrup,X,,,,,,,,,,X,,X,X,,
,,91304020,000000,"Chocolate syrup, thick (hot fudge topping)",X,,,,,,,,,,X,,X,X,,
,,91304030,000000,Fruit syrup (strawberry or pineapple ice cream topping),X,,,,,,,,,,X,,X,X,,
,,91304040,000000,Marshmallow creme (marshmallow fluff) ,X,,,,,,,,,,X,,X,X,,
,,91304050,000000,Hard sauce,X,,,,,,,,,,X,,X,X,,
,,91304060,000000,Wet nuts (nuts in syrup),X,,,,,,,,,,X,,X,,,
,,91304070,000000,Peanut butter syrup (ice cream topping),X,,,,,,,,,,X,,X,X,,
,,91304090,000000,"Toppings, chocolate flavored hazelnut spread (Nutella)",X,,,,,,,,,,X,,X,X,,
,,91304300,000000,"Topping, chocolate, hard coating (Magic Shell topping)",X,,,,,,,,,,X,,X,X,,
,,91305010,000000,"Frosting, chocolate",X,,,,,,,,,,X,,X,X,,
,,91305020,000000,"Frosting, white",X,,,,,,,,,,X,,X,X,,
,,91351010,000000,"Syrup, dietetic, sugar free (Estee breakfast syrup)",X,,,,,,,,,,X,,X,X,,
,,91361010,000000,sweet and sour sauce,X,,,,,,,,,,X,,X,X,,
,,91361020,000000,Fruit sauce,X,,,,,,,,,,X,,X,X,,
,,91361040,000000,"Dessert sauce, rum",X,,,,,,,,,,X,,X,,,
,,91361050,000000,duck sauce,X,,,,,,,,,,X,,X,X,,
,,91361070,000000,"Plum sauce, Asian-style",X,,,,,,,,,,X,,X,X,,
,,91401000,000000,"Jelly, all flavors",X,,,,,,,,,,X,,X,X,,
,,91402000,000000,"Jam, preserves, all flavors",X,,,,,,,,,,X,,X,X,,
,,91403000,000000,apple butter,X,,,,,,,,,,X,,X,X,,
,,91404000,000000,marmalade,X,,,,,,,,,,X,,X,X,,
,,91405000,000000,"Jelly, sweetened with artificial sweetener",X,,,,,,,,,,X,,X,X,,
,,91405500,000000,"Jelly, reduced sugar, all flavors",X,,,,,,,,,,X,,X,X,,
,,91406000,000000,Strawberry Sugar Free Preserves,X,,,,,,,,,,X,,X,X,,
,,91406500,000000,"Jams, preserves, marmalades, sweetened with fruit juice (Spreadable Fruits)",X,,,,,,,,,,X,,X,X,,
,,91406600,000000,low sugar preserves,X,,,,,,,,,,X,,X,X,,
,,91407100,000000,Guava paste,X,,,,,,,,,,X,,X,X,,
,,91407120,000000,Sweet potato paste (dulce de calabaza),X,,,,,,,,,,X,,,X,,
,,91407150,000000,"Bean paste, sweetened",X,,,,,,,,,,X,,X,X,,
,,91500200,000000,unflavored gelatin,X,,,,,,,,,,X,,X,X,,
,,91501010,000000,gelatin dessert,X,,,,,,,,,,,,X,,,
,,91501015,000000,lemon Jell-O,X,,,,,,,,,X,,,X,,,
,,91501020,000000,"Jello (gelatin) dessert, with fruit",X,,,,X,,,,,,,,X,,,
,,91501030,000000,"Jello (gelatin) dessert, with whipped cream",X,,,,,,,,,,,,X,,,
,,91501040,000000,"Jello (gelatin) dessert, with fruit and whipped cream",X,,,,X,,,,,,,,X,,,
,,91501050,000000,"Jello (gelatin) dessert, with cream cheese",X,,,,,,,,,,,,X,,,
,,91501060,000000,"Jello (gelatin) dessert, with sour cream",X,,,,,,,,,,,,X,,,
,,91501080,000000,"Jello (gelatin) dessert, with fruit and cream cheese",X,,,,X,,,,,,,,X,,,
,,91501100,000000,"Jello (gelatin) salad, with vegetables (onions, peppers, celery, radishes)",X,,,,,X,,,,,,,X,,,
,,91511010,000000,"Jello (gelatin) dessert, with low calorie sweetener",X,,,,,,,,,,,,X,,,
,,91511020,000000,"Jello (gelatin) dessert, with low calorie sweetener, with fruit",X,,,,X,,,,,,,,X,,,
,,91511030,000000,"Jello (gelatin) dessert, with low calorie sweetener, with whipped topping",X,,,,,,,,,,,,X,,,
,,91550100,000000,"Coconut cream cake, Puerto Rican style",X,,,,,,,,,,,,X,,,
,,91550300,000000,"Pineapple custard, Puerto Rican style ",X,,,,,,,,,,,,X,,,
,,91560100,000000,Haupia (coconut pudding),X,,,,,,,,,,,,X,,,
,,91601000,000000,"Ice, fruit",X,,,,,,,,,,,,X,,,
,,91611000,000000,Ice pop (popsicle),X,,,,,,,,,,,,X,,,
,,91611050,000000,"Ice pop (popsicle), filled with ice cream",X,,,,,,,,,,,,X,,,
,,91611100,000000,"Ice pop (popsicle), with low calorie sweetener",X,,,,,,,,,,,,X,,,
,,91621000,000000,Snow cone (slurpee),X,,,,,,,,,,,,X,,,
,,91700500,000000,"M&M's, almond",X,,,,,,,,,X,,,X,X,,
,,91701010,000000,"Almonds, chocolate covered",X,,,,,,,,,X,,,X,X,,
,,91701020,000000,"Almonds, sugar-coated",X,,,,,,,,,X,,,X,X,,
,,91701030,000000,"Almonds, yogurt-covered",X,,,,,,,,,X,,,X,X,,
,,91702010,000000,Butterscotch morsels or chips,X,,,,,,,,,X,,,X,X,,
,,91703010,000000,Chocolate-flavored roll (Tootsie Roll),X,,,,,,,,,X,,,X,,,
,,91703020,000000,caramel candy,X,,,,,,,,,X,,,X,X,,
,,91703030,000000,"Caramel, with walnuts",X,,,,,,,,,X,,,X,X,,
,,91703040,000000,"Caramel, chocolate covered (Riesen, Russel Stover, Caramello)",X,,,,,,,,,X,,,X,X,,
,,91703060,000000,"Caramel, with nuts, chocolate covered (turtles)",X,,,,,,,,,X,,,X,X,,
,,91703070,000000,Rolos,X,,,,,,,,,X,,,X,X,,
,,91703080,000000,"Caramel, sugar free",X,,,,,,,,,X,,,X,X,,
,,91703150,000000,"Toblerone, milk chocolate with honey and almond nougat",X,,,,,,,,,X,,,X,X,,
,,91703200,000000,TWIX Caramel Cookie Bars,X,,,,,,,,,X,,,X,X,,
,,91703250,000000,TWIX Chocolate Fudge Cookie Bars,X,,,,,,,,,X,,,X,X,,
,,91703300,000000,TWIX Peanut Butter Cookie Bars,X,,,,,,,,,X,,,X,X,,
,,91703400,000000,Whatchamacallit,X,,,,,,,,,X,,,X,X,,
,,91703500,000000,"Almonds, carob-coated",X,,,,,,,,,X,,,X,X,,
,,91703600,000000,"Espresso coffee beans, chocolate-covered",X,,,,,,,,,X,,,X,X,,
,,91705010,000000,"Chocolate bar, milk, plain (Hershey Bar, Kiss, Nestle Bar)",X,,,,,,,,,X,,,X,X,,
,,91705020,000000,"Chocolate bar, milk, with crisped rice (Nestle Crunch, Krackle)",X,,,,,,,,,X,,,X,X,,
,,91705030,000000,Kit Kat,X,,,,,,,,,X,,,X,X,,
,,91705040,000000,"Chocolate bar, milk, with nuts (pecans, hazelnuts or cashews)",X,,,,,,,,,X,,,X,X,,
,,91705050,000000,"Chocolate bar, milk, with fruit and nuts (Nestle Chunky)",X,,,,,,,,,X,,,X,X,,
,,91705060,000000,"Chocolate bar, milk, with almonds",X,,,,,,,,,X,,,X,X,,
,,91705070,000000,"Chocolate bar, milk, with peanuts (Mr. Goodbar)",X,,,,,,,,,X,,,X,X,,
,,91705200,000000,"chocolate chips, semi-sweet",X,,,,,,,,,X,,,X,X,,
,,91705300,000000,"Chocolate bar, dark, plain (Hershey Special Dark)",X,,,,,,,,,X,,,X,X,,
,,91705310,000000,"Chocolate bar, dark, with almonds (Hershey Special Dark with Almonds)",X,,,,,,,,,,,,X,,,
,,91705400,000000,"Chocolate bar, white, plain",X,,,,,,,,,X,,,X,X,,
,,91705410,000000,"Chocolate bar, white, with almonds",X,,,,,,,,,,,,X,,,
,,91705420,000000,"Chocolate bar, white, with cookie bits (Hershey Cookies 'n' Creme)",X,,,,,,,,,X,,,X,X,,
,,91705430,000000,Kit Kat White,X,,,,,,,,,,,,X,,,
,,91705500,000000,Mexican chocolate,X,,,,,,,,,X,,,X,X,,
,,91706000,000000,"Chocolate bar, dark, coconut filled (Mounds)",X,,,,,,,,,X,,,X,X,,
,,91706100,000000,"Coconut candy, no chocolate covering (Bon-bon)",X,,,,,,,,,X,,,X,X,,
,,91706400,000000,"Coconut candy, Puerto Rican style",X,,,,,,,,,X,,,X,X,,
,,91707000,000000,"Fondant candy (Candy Corn, Mentos, Mints)",X,,,,,,,,,X,,,X,X,,
,,91707010,000000,"Fondant candy, chocolate covered (Cadbury Creme Egg, Peppermint Patties, Thin Mints, Junior Mints)",X,,,,,,,,,X,,,X,X,,
,,91708000,000000,"Fruit peel, candied",X,,,,,,,,,X,,,X,X,,
,,91708010,000000,Dried fruit and nut bar (date bar),X,,,,,,,,,,,,X,,,
,,91708020,000000,"Soft fruit candy (Aplets & Cotlets, Turkish delight)",X,,,,,,,,,,,,X,,,
,,91708030,000000,"Fruit snack candy (Roll Up, Gushers, Fun Fruits)",X,,,,,,,,,X,,,X,X,,
,,91708070,000000,Tamarind candy,X,,,,,,,,,X,,,X,X,,
,,91708100,000000,"Fruit snacks, high vitamin C (Welch's Fruit Snacks, Brach's Hi-C Fruit Snacks)",X,,,,,,,,,X,,,X,X,,
,,91708150,000000,"Yogurt covered fruit snacks, with added vitamin C (Kellogg's Yogos Bits)",X,,,,,,,,,X,,,X,X,,
,,91709000,000000,"Gumdrops, chocolate covered",X,,,,,,,,,X,,,X,X,,
,,91713010,000000,"Fudge, chocolate, chocolate covered",X,,,,,,,,,,,,X,,,
,,91713020,000000,"Fudge, chocolate, chocolate covered, with nuts",X,,,,,,,,,,,,X,,,
,,91713030,000000,"Fudge, chocolate",X,,,,,,,,,X,,,X,,,
,,91713040,000000,"Fudge, chocolate, with nuts",X,,,,,,,,,X,,,X,,,
,,91713050,000000,"Fudge, peanut butter",X,,,,,,,,,X,,,X,,,
,,91713060,000000,"Fudge, peanut butter, with nuts",X,,,,,,,,,X,,,X,,,
,,91713070,000000,"Fudge, vanilla",X,,,,,,,,,X,,,X,,,
,,91713080,000000,"Fudge, vanilla, with nuts",X,,,,,,,,,X,,,X,,,
,,91713090,000000,"Fudge, divinity",X,,,,,,,,,X,,,X,,,
,,91713100,000000,"Fudge, brown sugar (penuche)",X,,,,,,,,,,,,X,,,
,,91715000,000000,"Fudge, caramel and nut, chocolate covered candy (Oh Henry)",X,,,,,,,,,X,,,X,,,
,,91715100,000000,Snickers Bar,X,,,,,,,,,X,,,X,X,,
,,91715200,000000,Baby Ruth,X,,,,,,,,,X,,,X,X,,
,,91715300,000000,100 GRAND Bar,X,,,,,,,,,X,,,X,X,,
,,91716010,000000,"Halvah, plain",X,,,,,,,,,X,,,X,X,,
,,91716110,000000,"Halvah, chocolate covered",X,,,,,,,,,X,,,X,X,,
,,91718000,000000,Honey-combed hard candy with peanut butter (Chick-o-Stick),X,,,,,,,,,X,,,X,X,,
,,91718050,000000,"Honey-combed hard candy with peanut butter, chocolate covered (Clark Bar, 5th Avenue Bar)",X,,,,,,,,,X,,,X,X,,
,,91718100,000000,Butterfinger,X,,,,,,,,,X,,,X,X,,
,,91718110,000000,Butterfinger Crisp,X,,,,,,,,,,,,X,,,
,,91718200,000000,"Sprinkles, chocolate-flavored",X,,,,,,,,,X,,,X,X,,
,,91721000,000000,Licorice,X,,,,,,,,,X,,,X,X,,
,,91723000,000000,marshmallows,X,,,,,,,,,X,,,X,X,,
,,91723010,000000,"Marshmallows, chocolate covered",X,,,,,,,,,X,,,X,X,,
,,91723020,000000,"Marshmallow, candy-coated (Peeps)",X,,,,,,,,,X,,,X,X,,
,,91723050,000000,"Marshmallows, coconut-coated",X,,,,,,,,,X,,,X,X,,
,,91726000,000000,"Nougat, plain",X,,,,,,,,,,,,X,,,
,,91726110,000000,"Nougat, with caramel, chocolate covered",X,,,,,,,,,,,,X,,,
,,91726130,000000,Milky Way Bar,X,,,,,,,,,X,,,X,X,,
,,91726140,000000,Milky Way Midnight Bar ,X,,,,,,,,,X,,,X,X,,
,,91726150,000000,Mars Almond Bar,X,,,,,,,,,X,,,X,X,,
,,91726410,000000,"Nougat, chocolate covered (Charleston Chew)",X,,,,,,,,,X,,,X,X,,
,,91726420,000000,3 Musketeers Bar,X,,,,,,,,,X,,,X,X,,
,,91727010,000000,"Nuts, chocolate covered, (hazelnuts, brazil nuts, cashews)",X,,,,,,,,,X,,,X,X,,
,,91728000,000000,"Nut roll, fudge or nougat, caramel and nuts (Payday)",X,,,,,,,,,X,,,X,X,,
,,91728500,000000,"Pecans, sugared ",X,,,,,,,,,X,,,X,X,,
,,91731000,000000,"Peanuts, chocolate covered",X,,,,,,,,,X,,,X,X,,
,,91731010,000000,"M&M's, peanut",X,,,,,,,,,X,,,X,X,,
,,91731060,000000,"M&M's, peanut butter",X,,,,,,,,,X,,,X,X,,
,,91731100,000000,"Peanuts, sugar-coated",X,,,,,,,,,X,,,X,X,,
,,91731150,000000,"Peanuts, yogurt covered",X,,,,,,,,,X,,,X,X,,
,,91732000,000000,Peanut bar,X,,,,,,,,,X,,,X,X,,
,,91732100,000000,Planters Peanut Bar,X,,,,,,,,,X,,,X,X,,
,,91733000,000000,Peanut brittle,X,,,,,,,,,X,,,X,X,,
,,91733200,000000,"Peanut bar, chocolate covered ",X,,,,,,,,,,,,X,,,
,,91734000,000000,"Peanut butter, chocolate covered (peanut butter egg, Peanut Butter Meltaway Bar)",X,,,,,,,,,X,,,X,X,,
,,91734100,000000,Reese's Peanut Butter Cup,X,,,,,,,,,X,,,X,X,,
,,91734200,000000,Reese's Pieces,X,,,,,,,,,X,,,X,X,,
,,91734300,000000,Reese's Sticks,X,,,,,,,,,X,,,X,X,,
,,91734400,000000,Reese's Fast Break,X,,,,,,,,,X,,,X,X,,
,,91734450,000000,Reese's Crispy Crunchy Bar,X,,,,,,,,,X,,,X,X,,
,,91734500,000000,Peanut butter morsels or chips,X,,,,,,,,,X,,,X,X,,
,,91735000,000000,Pralines,X,,,,,,,,,X,,,X,X,,
,,91736000,000000,"Pineapple candy, Puerto Rican style",X,,,,,,,,,X,,,X,X,,
,,91739010,000000,"Raisins, chocolate covered",X,,,,,,,,,X,,,X,X,,
